topic,bigram,mean_tfidf_in_topic,mean_tfidf_in_other,topic_distinctiveness_ratio,topic_doc_count,other_doc_count,fit_scope
Cryptocurrency,openai api,0.0,0.002177,0.0,272,784,global
Cryptocurrency,openai good,0.0,0.002177,0.0,272,784,global
Cryptocurrency,openai working,0.0,0.001638,0.0,272,784,global
Cryptocurrency,pay chatgpt,0.0,0.002551,0.0,272,784,global
Cryptocurrency,pretty good,0.0,0.002036,0.0,272,784,global
Cryptocurrency,ransomware attack,0.0,0.003827,0.0,272,784,global
Cryptocurrency,ransomware attacks,0.0,0.005102,0.0,272,784,global
Cryptocurrency,ransomware wouldn,0.0,0.001804,0.0,272,784,global
Cryptocurrency,reads like,0.0,0.001509,0.0,272,784,global
Cryptocurrency,reduce carbon,0.0,0.002074,0.0,272,784,global
Cryptocurrency,reducing carbon,0.0,0.002074,0.0,272,784,global
Cryptocurrency,renewable energy,0.0,0.032127,0.0,272,784,global
Cryptocurrency,ruminants climate,0.0,0.001982,0.0,272,784,global
Cryptocurrency,says chatgpt,0.0,0.002551,0.0,272,784,global
Cryptocurrency,small large,0.0,0.001389,0.0,272,784,global
Cryptocurrency,small llm,0.0,0.001389,0.0,272,784,global
Cryptocurrency,solve climate,0.0,0.002268,0.0,272,784,global
Cryptocurrency,street talk,0.0,0.001553,0.0,272,784,global
Cryptocurrency,terms service,0.0,0.002297,0.0,272,784,global
Cryptocurrency,think good,0.0,0.002395,0.0,272,784,global
Cryptocurrency,thought openai,0.0,0.002551,0.0,272,784,global
Cryptocurrency,using chatgpt,0.0,0.003827,0.0,272,784,global
Cryptocurrency,using machine,0.0,0.00224,0.0,272,784,global
Cryptocurrency,warming lol,0.0,0.002218,0.0,272,784,global
Cryptocurrency,warming temperatures,0.0,0.001971,0.0,272,784,global
Cryptocurrency,working conditions,0.0,0.001638,0.0,272,784,global
Cryptocurrency,wouldn thing,0.0,0.001804,0.0,272,784,global
Cryptocurrency,write comment,0.0,0.002177,0.0,272,784,global
Cryptocurrency,written chatgpt,0.0,0.003948,0.0,272,784,global
Cryptocurrency,wrong openai,0.0,0.002012,0.0,272,784,global
Cybersecurity,data breach,0.06015,0.0,inf,266,790,global
Cybersecurity,data breaches,0.058641,0.0,inf,266,790,global
Cybersecurity,cyber attack,0.031283,0.0,inf,266,790,global
Cybersecurity,ransomware attacks,0.015038,0.0,inf,266,790,global
Cybersecurity,like ransomware,0.012731,0.0,inf,266,790,global
Cybersecurity,install malware,0.011278,0.0,inf,266,790,global
Cybersecurity,ransomware attack,0.011278,0.0,inf,266,790,global
Cybersecurity,sounds like,0.008976,0.003606,2.4888,266,790,global
Cybersecurity,apps malware,0.007519,0.0,inf,266,790,global
Cybersecurity,cyber attacks,0.007519,0.0,inf,266,790,global
Cybersecurity,cybersecurity company,0.007519,0.0,inf,266,790,global
Cybersecurity,cybersecurity courses,0.007519,0.0,inf,266,790,global
Cybersecurity,cybersecurity experts,0.007519,0.0,inf,266,790,global
Cybersecurity,cybersecurity firms,0.007519,0.0,inf,266,790,global
Cybersecurity,cybersecurity hygiene,0.007519,0.0,inf,266,790,global
Cybersecurity,cybersecurity industry,0.007519,0.0,inf,266,790,global
Cybersecurity,cybersecurity threat,0.007519,0.0,inf,266,790,global
Cybersecurity,cybersecurity tools,0.007519,0.0,inf,266,790,global
Cybersecurity,data privacy,0.007519,0.0,inf,266,790,global
Cybersecurity,essentially malware,0.007519,0.0,inf,266,790,global
Cybersecurity,got malware,0.007519,0.0,inf,266,790,global
Cybersecurity,looks like,0.007519,0.003829,1.9636,266,790,global
Cybersecurity,malware list,0.007519,0.0,inf,266,790,global
Cybersecurity,cybersecurity knowledge,0.006586,0.0,inf,266,790,global
Cybersecurity,level malware,0.006418,0.0,inf,266,790,global
Cybersecurity,malware attack,0.006418,0.0,inf,266,790,global
Cybersecurity,ransomware wouldn,0.005317,0.0,inf,266,790,global
Cybersecurity,wouldn thing,0.005317,0.0,inf,266,790,global
Cybersecurity,ai driven,0.003759,0.001266,2.9699,266,790,global
Cybersecurity,basically ransomware,0.003759,0.001266,2.9699,266,790,global
Cybersecurity,does require,0.003759,0.000895,4.2001,266,790,global
Cybersecurity,entire history,0.003759,0.001266,2.9699,266,790,global
Cybersecurity,good luck,0.003759,0.001078,3.4875,266,790,global
Cybersecurity,hacker news,0.003759,0.001266,2.9699,266,790,global
Cybersecurity,just like,0.003759,0.00162,2.3201,266,790,global
Cybersecurity,open source,0.003759,0.001266,2.9699,266,790,global
Cybersecurity,ransomware payments,0.003759,0.001266,2.9699,266,790,global
Cybersecurity,terms service,0.003011,0.001266,2.379,266,790,global
Cybersecurity,feels like,0.0029,0.000929,3.1222,266,790,global
Cybersecurity,especially things,0.002759,0.001266,2.1796,266,790,global
Cybersecurity,lot like,0.002658,0.002264,1.174,266,790,global
Cybersecurity,ai artificial,0.0,0.002195,0.0,266,790,global
Cybersecurity,ai like,0.0,0.002391,0.0,266,790,global
Cybersecurity,ai machine,0.0,0.003015,0.0,266,790,global
Cybersecurity,ai models,0.0,0.002207,0.0,266,790,global
Cybersecurity,anthropic claude,0.0,0.002532,0.0,266,790,global
Cybersecurity,applied cryptography,0.0,0.002532,0.0,266,790,global
Cybersecurity,artificial intelligence,0.0,0.004482,0.0,266,790,global
Cybersecurity,ask chatgpt,0.0,0.002532,0.0,266,790,global
Cybersecurity,asked chatgpt,0.0,0.002161,0.0,266,790,global
Cybersecurity,bad global,0.0,0.001931,0.0,266,790,global
Cybersecurity,bitcoin blockchain,0.0,0.002007,0.0,266,790,global
Cybersecurity,bitcoin miners,0.0,0.003797,0.0,266,790,global
Cybersecurity,bitcoin mining,0.0,0.002532,0.0,266,790,global
Cybersecurity,blockchain based,0.0,0.002532,0.0,266,790,global
Cybersecurity,blockchain just,0.0,0.002007,0.0,266,790,global
Cybersecurity,buy bitcoin,0.0,0.004657,0.0,266,790,global
Cybersecurity,carbon emissions,0.0,0.023202,0.0,266,790,global
Cybersecurity,carbon tax,0.0,0.001889,0.0,266,790,global
Cybersecurity,case bitcoin,0.0,0.001883,0.0,266,790,global
Cybersecurity,change isn,0.0,0.001967,0.0,266,790,global
Cybersecurity,change just,0.0,0.001967,0.0,266,790,global
Cybersecurity,change kills,0.0,0.001542,0.0,266,790,global
Cybersecurity,chatgpt ai,0.0,0.002532,0.0,266,790,global
Cybersecurity,chatgpt pretty,0.0,0.002161,0.0,266,790,global
Cybersecurity,chatgpt pulse,0.0,0.002532,0.0,266,790,global
Cybersecurity,chatgpt told,0.0,0.002532,0.0,266,790,global
Cybersecurity,claude chatgpt,0.0,0.002532,0.0,266,790,global
Cybersecurity,climate change,0.0,0.094879,0.0,266,790,global
Cybersecurity,climate changes,0.0,0.002532,0.0,266,790,global
Cybersecurity,considered renewable,0.0,0.002847,0.0,266,790,global
Cybersecurity,country renewable,0.0,0.002113,0.0,266,790,global
Cybersecurity,crypto currency,0.0,0.007595,0.0,266,790,global
Cybersecurity,crypto grift,0.0,0.002532,0.0,266,790,global
Cybersecurity,crypto web3,0.0,0.002532,0.0,266,790,global
Cybersecurity,did ethereum,0.0,0.002532,0.0,266,790,global
Cybersecurity,does work,0.0,0.002377,0.0,266,790,global
Cybersecurity,don think,0.0,0.002366,0.0,266,790,global
Cybersecurity,energy sector,0.0,0.003128,0.0,266,790,global
Cybersecurity,energy sources,0.0,0.001868,0.0,266,790,global
Cybersecurity,energy storage,0.0,0.002322,0.0,266,790,global
Cybersecurity,ethereum foundation,0.0,0.002532,0.0,266,790,global
Cybersecurity,fossil fuel,0.0,0.027987,0.0,266,790,global
Cybersecurity,fossil fuels,0.0,0.049195,0.0,266,790,global
Cybersecurity,fossil gas,0.0,0.002532,0.0,266,790,global
Cybersecurity,fuel lobby,0.0,0.003097,0.0,266,790,global
Cybersecurity,fuel plants,0.0,0.002094,0.0,266,790,global
Cybersecurity,fuel subsidies,0.0,0.002094,0.0,266,790,global
Cybersecurity,fuel usage,0.0,0.002094,0.0,266,790,global
Cybersecurity,fuels nuclear,0.0,0.002156,0.0,266,790,global
Cybersecurity,global warming,0.0,0.066285,0.0,266,790,global
Cybersecurity,gold bitcoin,0.0,0.002532,0.0,266,790,global
Cybersecurity,good thing,0.0,0.002366,0.0,266,790,global
Cybersecurity,isn making,0.0,0.002107,0.0,266,790,global
Cybersecurity,json mode,0.0,0.002161,0.0,266,790,global
Cybersecurity,keys crypto,0.0,0.002532,0.0,266,790,global
Cybersecurity,kills people,0.0,0.001542,0.0,266,790,global
Cybersecurity,language model,0.0,0.005215,0.0,266,790,global
Cybersecurity,language models,0.0,0.00364,0.0,266,790,global
Cybersecurity,large language,0.0,0.007994,0.0,266,790,global
Cybersecurity,learning ai,0.0,0.002223,0.0,266,790,global
Cybersecurity,learning generative,0.0,0.002223,0.0,266,790,global
Cybersecurity,learning just,0.0,0.002223,0.0,266,790,global
Cybersecurity,learning models,0.0,0.004362,0.0,266,790,global
Cybersecurity,learning street,0.0,0.001541,0.0,266,790,global
Cybersecurity,learning used,0.0,0.001962,0.0,266,790,global
Cybersecurity,like blockchain,0.0,0.003716,0.0,266,790,global
Cybersecurity,like chatgpt,0.0,0.00169,0.0,266,790,global
Cybersecurity,like cryptocurrency,0.0,0.002015,0.0,266,790,global
Cybersecurity,like machine,0.0,0.002877,0.0,266,790,global
Cybersecurity,like written,0.0,0.001498,0.0,266,790,global
Cybersecurity,llm large,0.0,0.003119,0.0,266,790,global
Cybersecurity,machine learning,0.0,0.068788,0.0,266,790,global
Cybersecurity,nuclear considered,0.0,0.00165,0.0,266,790,global
Cybersecurity,open ai,0.0,0.00591,0.0,266,790,global
Cybersecurity,openai anthropic,0.0,0.002532,0.0,266,790,global
Cybersecurity,openai api,0.0,0.002161,0.0,266,790,global
Cybersecurity,openai good,0.0,0.002161,0.0,266,790,global
Cybersecurity,openai working,0.0,0.001626,0.0,266,790,global
Cybersecurity,pay chatgpt,0.0,0.002532,0.0,266,790,global
Cybersecurity,payment cryptocurrency,0.0,0.002532,0.0,266,790,global
Cybersecurity,people don,0.0,0.001966,0.0,266,790,global
Cybersecurity,pretty good,0.0,0.002021,0.0,266,790,global
Cybersecurity,reads like,0.0,0.001498,0.0,266,790,global
Cybersecurity,reduce carbon,0.0,0.002058,0.0,266,790,global
Cybersecurity,reducing carbon,0.0,0.002058,0.0,266,790,global
Cybersecurity,renewable energy,0.0,0.031883,0.0,266,790,global
Cybersecurity,ruminants climate,0.0,0.001967,0.0,266,790,global
Cybersecurity,says chatgpt,0.0,0.002532,0.0,266,790,global
Cybersecurity,site looks,0.0,0.001713,0.0,266,790,global
Cybersecurity,small large,0.0,0.001379,0.0,266,790,global
Cybersecurity,small llm,0.0,0.001379,0.0,266,790,global
Cybersecurity,solve climate,0.0,0.002251,0.0,266,790,global
Cybersecurity,sounds lot,0.0,0.001517,0.0,266,790,global
Cybersecurity,street talk,0.0,0.001541,0.0,266,790,global
Cybersecurity,successful blockchain,0.0,0.002532,0.0,266,790,global
Cybersecurity,think crypto,0.0,0.002532,0.0,266,790,global
Cybersecurity,think good,0.0,0.002377,0.0,266,790,global
Cybersecurity,thought openai,0.0,0.002532,0.0,266,790,global
Cybersecurity,use blockchain,0.0,0.002532,0.0,266,790,global
Cybersecurity,use case,0.0,0.00549,0.0,266,790,global
Cybersecurity,using chatgpt,0.0,0.003797,0.0,266,790,global
Cybersecurity,using machine,0.0,0.002223,0.0,266,790,global
Cybersecurity,warming lol,0.0,0.002201,0.0,266,790,global
Cybersecurity,warming temperatures,0.0,0.001956,0.0,266,790,global
Cybersecurity,working conditions,0.0,0.001626,0.0,266,790,global
Cybersecurity,write comment,0.0,0.002161,0.0,266,790,global
Cybersecurity,written chatgpt,0.0,0.003918,0.0,266,790,global
Cybersecurity,wrong openai,0.0,0.001997,0.0,266,790,global
Cybersecurity,years ago,0.0,0.002029,0.0,266,790,global
