topic,term,freq_score,tfidf_score,topic_specific_score,sentiment_association_score,positional_score,bigram_boost_score,topic_term_count,freq_score_norm,tfidf_score_norm,topic_specific_score_norm,sentiment_association_score_norm,positional_score_norm,bigram_boost_score_norm,custom_term_score
Artificial Intelligence,world,0.001381,0.003626,1.1419,0.23122529644268774,0.14285714285714285,0.0,2,0.0,0.029638,0.217703,0.246277,0.018182,0.0,0.08971
Artificial Intelligence,data,0.002762,0.005934,0.3475,0.23122529644268774,0.2583333333333333,0.0,4,0.024688,0.048504,0.0,0.246277,0.150455,0.0,0.069051
Climate Change,climate,0.057254,0.127324,3.7651,0.06981132075471697,0.4638257575757576,1.0,88,1.0,1.0,1.0,0.052627,0.385837,1.0,0.796478
Climate Change,change,0.055953,0.124189,3.7218,0.08171608265947888,0.2877445551864155,1.0,86,0.976748,0.975378,0.987836,0.065593,0.184144,1.0,0.765015
Climate Change,fossil,0.044893,0.095392,3.7651,0.03647798742138364,0.4424430641821945,0.662952,69,0.779082,0.749207,1.0,0.016321,0.361344,0.662952,0.647996
Climate Change,global,0.037736,0.080794,3.6396,0.09570592062459338,0.4575602079912423,0.78904,58,0.651172,0.634554,0.964744,0.080831,0.37866,0.78904,0.610716
Climate Change,warming,0.037736,0.081755,3.7651,0.07846454131424857,0.28434592227695676,0.78904,58,0.651172,0.642102,1.0,0.062052,0.180251,0.78904,0.596997
Climate Change,fuels,0.026675,0.065166,3.6755,0.10151863782788767,0.2734610917537747,0.662952,41,0.453488,0.511812,0.974829,0.087162,0.167783,0.662952,0.509764
Climate Change,energy,0.024723,0.057045,3.5769,0.20764915859255478,0.2780179615705931,0.535226,38,0.418601,0.44803,0.94713,0.202756,0.173002,0.535226,0.48639
Climate Change,renewable,0.02147,0.052684,3.7651,0.21356132075471695,0.3525974025974026,0.535226,33,0.360463,0.413779,1.0,0.209195,0.25843,0.535226,0.486282
Climate Change,effective,0.001301,0.004686,3.7651,0.939622641509434,1.0,0.0,2,0.0,0.036804,1.0,1.0,1.0,0.0,0.459201
Climate Change,fuel,0.019519,0.049104,3.7651,0.06037735849056604,0.29388888888888887,0.506483,30,0.325595,0.385662,1.0,0.042352,0.191182,0.506483,0.437654
Climate Change,carbon,0.016265,0.039485,3.7651,0.07018867924528305,0.46799999999999997,0.471182,25,0.267439,0.310114,1.0,0.053038,0.390618,0.471182,0.425152
Climate Change,emissions,0.014964,0.038697,3.7651,0.02149302707137002,0.2754658385093168,0.471182,23,0.244187,0.303925,1.0,0.0,0.170079,0.471182,0.388945
Climate Change,lobby,0.002602,0.009422,3.7651,0.6301886792452831,0.41666666666666663,0.322848,4,0.023252,0.074,1.0,0.662974,0.331818,0.322848,0.388063
Climate Change,china,0.001301,0.004575,3.7651,0.43018867924528303,1.0,0.0,2,0.0,0.035932,1.0,0.445139,1.0,0.0,0.375754
Climate Change,saving,0.001301,0.004792,3.7651,0.6301886792452831,0.6666666666666666,0.0,2,0.0,0.037636,1.0,0.662974,0.618182,0.0,0.370673
Climate Change,bring,0.001301,0.004681,3.7651,0.6301886792452831,0.6666666666666666,0.0,2,0.0,0.036764,1.0,0.662974,0.618182,0.0,0.370455
Climate Change,eliminate,0.001301,0.003744,3.7651,0.6301886792452831,0.6666666666666666,0.0,2,0.0,0.029405,1.0,0.662974,0.618182,0.0,0.368616
Climate Change,kills,0.001301,0.005023,3.7651,0.6301886792452831,0.3333333333333333,0.311374,2,0.0,0.039451,1.0,0.662974,0.236364,0.311374,0.364083
Climate Change,blaming,0.001301,0.004129,3.7651,0.43018867924528303,0.75,0.0,2,0.0,0.032429,1.0,0.445139,0.713636,0.0,0.346242
Climate Change,canada,0.001301,0.003835,3.7651,0.43018867924528303,0.75,0.0,2,0.0,0.03012,1.0,0.445139,0.713636,0.0,0.345664
Climate Change,changes,0.001952,0.009565,3.7651,0.43018867924528303,0.3333333333333333,0.318677,3,0.011635,0.075123,1.0,0.445139,0.236364,0.318677,0.343383
Climate Change,nuclear,0.005856,0.015086,3.7651,0.20796645702306082,0.40476190476190477,0.315906,9,0.081408,0.118485,1.0,0.203101,0.318182,0.315906,0.339777
Climate Change,gates,0.001301,0.004597,3.7651,0.43018867924528303,0.6666666666666666,0.0,2,0.0,0.036105,1.0,0.445139,0.618182,0.0,0.337615
Climate Change,sea,0.001952,0.006758,3.7651,0.6301886792452831,0.3055555555555555,0.0,3,0.011635,0.053077,1.0,0.662974,0.204545,0.0,0.335497
Climate Change,yeah,0.001301,0.003602,2.5101,0.569811320754717,1.0,0.0,2,0.0,0.02829,0.647442,0.597212,1.0,0.0,0.326143
Climate Change,solar,0.001952,0.006358,3.7651,0.43018867924528303,0.5,0.0,3,0.011635,0.049936,1.0,0.445139,0.427273,0.0,0.324309
Climate Change,gas,0.003904,0.00767,3.2273,0.43018867924528303,0.3819444444444444,0.318677,6,0.046521,0.06024,0.84892,0.445139,0.292045,0.318677,0.321991
Climate Change,increasingly,0.001301,0.003525,3.7651,0.6301886792452831,0.25,0.0,2,0.0,0.027685,1.0,0.662974,0.140909,0.0,0.320458
Climate Change,strikes,0.001301,0.004217,3.7651,0.6301886792452831,0.23809523809523808,0.0,2,0.0,0.03312,1.0,0.662974,0.127273,0.0,0.320453
Climate Change,oil,0.002602,0.004847,3.7651,0.43018867924528303,0.46875,0.0,4,0.023252,0.038068,1.0,0.445139,0.391477,0.0,0.320086
Climate Change,moon,0.001301,0.003488,3.7651,0.569811320754717,0.3333333333333333,0.0,2,0.0,0.027395,1.0,0.597212,0.236364,0.0,0.320067
Climate Change,interests,0.001301,0.004645,3.7651,0.6301886792452831,0.225,0.0,2,0.0,0.036482,1.0,0.662974,0.112273,0.0,0.319794
Climate Change,accessible,0.001301,0.003883,3.7651,0.6301886792452831,0.225,0.0,2,0.0,0.030497,1.0,0.662974,0.112273,0.0,0.318298
Climate Change,hoax,0.001301,0.005283,3.7651,0.6301886792452831,0.2,0.0,2,0.0,0.041493,1.0,0.662974,0.083636,0.0,0.318183
Climate Change,excess,0.001301,0.004261,3.7651,0.6301886792452831,0.20833333333333331,0.0,2,0.0,0.033466,1.0,0.662974,0.093182,0.0,0.317131
Climate Change,die,0.001301,0.004188,3.7651,0.6301886792452831,0.20833333333333331,0.0,2,0.0,0.032892,1.0,0.662974,0.093182,0.0,0.316987
Climate Change,fanatics,0.001301,0.0,3.7651,0.6301886792452831,0.23809523809523808,0.0,2,0.0,0.0,1.0,0.662974,0.127273,0.0,0.312173
Climate Change,produced,0.001301,0.004137,3.7651,0.43018867924528303,0.41666666666666663,0.0,2,0.0,0.032492,1.0,0.445139,0.331818,0.0,0.308076
Climate Change,contribute,0.001952,0.007081,3.7651,0.43018867924528303,0.3444444444444444,0.0,3,0.011635,0.055614,1.0,0.445139,0.249091,0.0,0.30791
Climate Change,fun,0.001301,0.003353,3.7651,0.6301886792452831,0.12698412698412698,0.0,2,0.0,0.026334,1.0,0.662974,0.0,0.0,0.30603
Climate Change,literally,0.001301,0.004161,2.5101,0.43018867924528303,1.0,0.0,2,0.0,0.03268,0.647442,0.445139,1.0,0.0,0.304429
Climate Change,accelerated,0.001301,0.005004,3.7651,0.439622641509434,0.3333333333333333,0.0,2,0.0,0.039301,1.0,0.455415,0.236364,0.0,0.301774
Climate Change,plastic,0.001952,0.00493,2.8238,0.43018867924528303,0.7777777777777777,0.0,3,0.011635,0.03872,0.735568,0.445139,0.745455,0.0,0.300437
Climate Change,country,0.001301,0.004938,2.5101,0.43018867924528303,0.6666666666666666,0.315592,2,0.0,0.038783,0.647442,0.445139,0.618182,0.315592,0.299332
Climate Change,speed,0.001301,0.004228,2.5101,0.6301886792452831,0.6666666666666666,0.0,2,0.0,0.033207,0.647442,0.662974,0.618182,0.0,0.299054
Climate Change,sector,0.001952,0.006412,3.7651,0.2729559748427673,0.21428571428571427,0.323075,3,0.011635,0.05036,1.0,0.273886,0.1,0.323075,0.298307
Climate Change,net,0.001301,0.004707,3.7651,0.43018867924528303,0.3125,0.0,2,0.0,0.036969,1.0,0.445139,0.2125,0.0,0.297263
Climate Change,understood,0.001301,0.004849,3.7651,0.43018867924528303,0.29166666666666663,0.0,2,0.0,0.038084,1.0,0.445139,0.188636,0.0,0.295155
Climate Change,scientific,0.001301,0.003803,3.7651,0.439622641509434,0.29166666666666663,0.0,2,0.0,0.029869,1.0,0.455415,0.188636,0.0,0.294643
Climate Change,pre,0.001952,0.005337,2.8238,0.43018867924528303,0.7083333333333334,0.0,3,0.011635,0.041917,0.735568,0.445139,0.665909,0.0,0.293282
Climate Change,subsidies,0.002602,0.008056,3.7651,0.13018867924528305,0.3273809523809524,0.315446,4,0.023252,0.063272,1.0,0.118388,0.229545,0.315446,0.292726
Climate Change,reducing,0.001301,0.004086,3.7651,0.13018867924528305,0.41666666666666663,0.315183,2,0.0,0.032091,1.0,0.118388,0.331818,0.315183,0.290481
Climate Change,rain,0.001301,0.004371,3.7651,0.43018867924528303,0.25,0.0,2,0.0,0.03433,1.0,0.445139,0.140909,0.0,0.289444
Climate Change,effects,0.001301,0.003179,2.5101,0.6301886792452831,0.6,0.0,2,0.0,0.024968,0.647442,0.662974,0.541818,0.0,0.289358
Climate Change,renewables,0.002602,0.008847,3.7651,0.36981132075471695,0.21666666666666667,0.0,4,0.023252,0.069484,1.0,0.379378,0.102727,0.0,0.289201
Climate Change,reduce,0.001952,0.005703,3.7651,0.09685534591194966,0.39999999999999997,0.315183,3,0.011635,0.044791,1.0,0.082082,0.312727,0.315183,0.288628
Climate Change,cause,0.001301,0.004702,3.7651,0.43018867924528303,0.225,0.0,2,0.0,0.036929,1.0,0.445139,0.112273,0.0,0.28723
Climate Change,reached,0.001301,0.005041,3.7651,0.13018867924528305,0.625,0.0,2,0.0,0.039592,1.0,0.118388,0.570455,0.0,0.284702
Climate Change,consensus,0.001301,0.003312,3.7651,0.43018867924528303,0.225,0.0,2,0.0,0.026012,1.0,0.445139,0.112273,0.0,0.284501
Climate Change,land,0.001301,0.00399,3.7651,0.43018867924528303,0.20833333333333331,0.0,2,0.0,0.031337,1.0,0.445139,0.093182,0.0,0.283923
Climate Change,pollution,0.003904,0.012261,3.7651,0.23647798742138365,0.2515873015873016,0.0,6,0.046521,0.096298,1.0,0.234155,0.142727,0.0,0.282775
Climate Change,plants,0.001301,0.004774,3.7651,0.13018867924528305,0.29166666666666663,0.315446,2,0.0,0.037495,1.0,0.118388,0.188636,0.315446,0.27754
Climate Change,ruminants,0.001301,0.004465,3.7651,0.13018867924528305,0.29166666666666663,0.31451,2,0.0,0.035068,1.0,0.118388,0.188636,0.31451,0.27684
Climate Change,interesting,0.001952,0.005049,2.2591,0.43018867924528303,0.8333333333333334,0.0,3,0.011635,0.039655,0.576931,0.445139,0.809091,0.0,0.275307
Climate Change,economy,0.001952,0.006599,3.7651,0.2968553459119497,0.2333333333333333,0.0,3,0.011635,0.051828,1.0,0.299917,0.121818,0.0,0.272453
Climate Change,unaffected,0.001301,0.0,3.7651,0.43018867924528303,0.175,0.0,2,0.0,0.0,1.0,0.445139,0.055,0.0,0.272271
Climate Change,tax,0.001952,0.006711,2.2591,0.43018867924528303,0.5,0.313938,3,0.011635,0.052708,0.576931,0.445139,0.427273,0.313938,0.271782
Climate Change,helps,0.001301,0.004718,2.5101,0.439622641509434,0.6666666666666666,0.0,2,0.0,0.037055,0.647442,0.455415,0.618182,0.0,0.268883
Climate Change,storage,0.001952,0.005952,2.8238,0.43018867924528303,0.20555555555555557,0.317133,3,0.011635,0.046747,0.735568,0.445139,0.09,0.317133,0.268612
Climate Change,temperatures,0.001301,0.003785,3.7651,0.13018867924528305,0.1625,0.31443,2,0.0,0.029727,1.0,0.118388,0.040682,0.31443,0.260701
Climate Change,solve,0.003253,0.01073,2.6894,0.23018867924528302,0.3333333333333333,0.316609,5,0.034886,0.084273,0.697812,0.227305,0.236364,0.316609,0.257001
Climate Change,dead,0.001301,0.005044,3.7651,0.13018867924528305,0.375,0.0,2,0.0,0.039615,1.0,0.118388,0.284091,0.0,0.256071
Climate Change,said,0.001301,0.004765,2.5101,0.43018867924528303,0.5625,0.0,2,0.0,0.037424,0.647442,0.445139,0.498864,0.0,0.255502
Climate Change,let,0.001301,0.003636,1.0758,0.6301886792452831,1.0,0.0,2,0.0,0.028557,0.244515,0.662974,1.0,0.0,0.255488
Climate Change,perspective,0.001301,0.004632,3.7651,0.13018867924528305,0.375,0.0,2,0.0,0.03638,1.0,0.118388,0.284091,0.0,0.255262
Climate Change,agree,0.001952,0.005729,2.8238,0.569811320754717,0.16666666666666666,0.0,3,0.011635,0.044995,0.735568,0.597212,0.045455,0.0,0.254817
Climate Change,causing,0.001952,0.006697,3.7651,0.09685534591194966,0.3611111111111111,0.0,3,0.011635,0.052598,1.0,0.082082,0.268182,0.0,0.254607
Climate Change,especially,0.002602,0.006997,2.1515,0.36981132075471695,0.6875,0.013944,4,0.023252,0.054954,0.546703,0.379378,0.642045,0.013944,0.250235
Climate Change,considered,0.002602,0.005955,2.1515,0.43018867924528303,0.3333333333333333,0.321004,4,0.023252,0.04677,0.546703,0.445139,0.236364,0.321004,0.248191
Climate Change,saying,0.001301,0.004037,1.5061,0.43018867924528303,1.0,0.0,2,0.0,0.031707,0.365396,0.445139,1.0,0.0,0.247777
Climate Change,know,0.001301,0.003916,1.5061,0.43018867924528303,1.0,0.0,2,0.0,0.030756,0.365396,0.445139,1.0,0.0,0.247539
Climate Change,party,0.001301,0.004471,2.5101,0.6301886792452831,0.20833333333333331,0.0,2,0.0,0.035115,0.647442,0.662974,0.093182,0.0,0.247031
Climate Change,co2,0.001301,0.005542,3.7651,0.13018867924528305,0.26666666666666666,0.0,2,0.0,0.043527,1.0,0.118388,0.16,0.0,0.24464
Climate Change,believe,0.001952,0.005957,1.6136,0.6301886792452831,0.5555555555555555,0.0,3,0.011635,0.046786,0.395595,0.662974,0.490909,0.0,0.24168
Climate Change,killing,0.001301,0.005245,3.7651,0.13018867924528305,0.225,0.0,2,0.0,0.041194,1.0,0.118388,0.112273,0.0,0.239284
Climate Change,humans,0.001301,0.003766,3.7651,0.13018867924528305,0.25,0.0,2,0.0,0.029578,1.0,0.118388,0.140909,0.0,0.239244
Climate Change,sources,0.001301,0.003796,2.5101,0.439622641509434,0.14583333333333331,0.31378,2,0.0,0.029814,0.647442,0.455415,0.021591,0.31378,0.238791
Climate Change,people,0.003904,0.010132,1.1295,0.6301886792452831,0.35714285714285715,0.311374,6,0.046521,0.079577,0.259601,0.662974,0.263636,0.311374,0.238066
Climate Change,issue,0.001301,0.004192,2.5101,0.43018867924528303,0.41666666666666663,0.0,2,0.0,0.032924,0.647442,0.445139,0.331818,0.0,0.237672
Climate Change,better,0.003904,0.01145,1.7378,0.2729559748427673,0.8055555555555557,0.0,6,0.046521,0.089928,0.430486,0.273886,0.777273,0.0,0.236694
Climate Change,production,0.001952,0.006025,2.8238,0.2968553459119497,0.38095238095238093,0.0,3,0.011635,0.04732,0.735568,0.299917,0.290909,0.0,0.235349
Climate Change,isn,0.003904,0.009724,1.6136,0.43018867924528303,0.38055555555555554,0.31451,6,0.046521,0.076372,0.395595,0.445139,0.290455,0.31451,0.234784
Climate Change,making,0.003253,0.008378,2.6894,0.16981132075471694,0.53,0.00845,5,0.034886,0.065801,0.697812,0.161544,0.461636,0.00845,0.23423
Climate Change,winter,0.001301,0.004719,3.7651,0.13018867924528305,0.18333333333333335,0.0,2,0.0,0.037063,1.0,0.118388,0.064545,0.0,0.233478
Climate Change,transportation,0.001301,0.004635,3.7651,0.13018867924528305,0.18333333333333335,0.0,2,0.0,0.036403,1.0,0.118388,0.064545,0.0,0.233313
Climate Change,new,0.001301,0.003313,0.6846,0.6301886792452831,1.0,0.0,2,0.0,0.02602,0.134618,0.662974,1.0,0.0,0.232875
Climate Change,way,0.001301,0.003812,0.8367,0.939622641509434,0.41666666666666663,0.0,2,0.0,0.029939,0.177346,1.0,0.331818,0.0,0.226136
Climate Change,government,0.001301,0.004126,1.8826,0.6301886792452831,0.3125,0.0,2,0.0,0.032406,0.471163,0.662974,0.2125,0.0,0.22303
Climate Change,help,0.001952,0.005474,2.8238,0.36981132075471695,0.17857142857142858,0.0,3,0.011635,0.042993,0.735568,0.379378,0.059091,0.0,0.223005
Climate Change,talking,0.001952,0.00536,1.8826,0.43018867924528303,0.5555555555555556,0.0,3,0.011635,0.042097,0.471163,0.445139,0.490909,0.0,0.222946
Climate Change,does,0.003904,0.009209,0.779,0.43018867924528303,0.9166666666666666,0.0,6,0.046521,0.072327,0.161137,0.445139,0.904545,0.0,0.216839
Climate Change,science,0.001952,0.005301,2.2591,0.2968553459119497,0.5,0.0,3,0.011635,0.041634,0.576931,0.299917,0.427273,0.0,0.215837
Climate Change,maybe,0.003253,0.008409,2.3532,0.18962264150943398,0.49523809523809526,0.0,5,0.034886,0.066044,0.603365,0.183122,0.421818,0.0,0.213811
Climate Change,human,0.001301,0.00456,2.5101,0.13018867924528305,0.625,0.0,2,0.0,0.035814,0.647442,0.118388,0.570455,0.0,0.213246
Climate Change,aren,0.001301,0.004949,1.5061,0.43018867924528303,0.6666666666666666,0.0,2,0.0,0.038869,0.365396,0.445139,0.618182,0.0,0.211386
Climate Change,planet,0.001301,0.004548,2.5101,0.13018867924528305,0.6,0.0,2,0.0,0.03572,0.647442,0.118388,0.541818,0.0,0.210358
Climate Change,bad,0.002602,0.007164,1.3691,0.38018867924528305,0.4333333333333333,0.314245,4,0.023252,0.056266,0.32691,0.390681,0.350909,0.314245,0.209216
Climate Change,spending,0.001301,0.004411,2.5101,0.13018867924528305,0.5833333333333334,0.0,2,0.0,0.034644,0.647442,0.118388,0.522727,0.0,0.20818
Climate Change,burning,0.001301,0.004174,2.5101,0.13018867924528305,0.5714285714285714,0.0,2,0.0,0.032783,0.647442,0.118388,0.509091,0.0,0.206351
Climate Change,guess,0.001301,0.004898,1.5061,0.13018867924528305,1.0,0.0,2,0.0,0.038469,0.365396,0.118388,1.0,0.0,0.200455
Climate Change,running,0.001952,0.006032,2.2591,0.09685534591194966,0.5833333333333334,0.0,3,0.011635,0.047375,0.576931,0.082082,0.522727,0.0,0.194142
Climate Change,try,0.001301,0.004166,1.8826,0.13018867924528305,0.75,0.0,2,0.0,0.03272,0.471163,0.118388,0.713636,0.0,0.191534
Climate Change,year,0.001952,0.005431,2.8238,0.09685534591194966,0.27777777777777773,0.0,3,0.011635,0.042655,0.735568,0.082082,0.172727,0.0,0.189689
Climate Change,article,0.001952,0.006052,1.1295,0.43018867924528303,0.611111111111111,0.0,3,0.011635,0.047532,0.259601,0.445139,0.554545,0.0,0.188356
Climate Change,real,0.001952,0.005845,1.6136,0.09685534591194966,0.8333333333333334,0.0,3,0.011635,0.045907,0.395595,0.082082,0.809091,0.0,0.186144
Climate Change,low,0.001952,0.005438,1.6136,0.36981132075471695,0.4444444444444444,0.0,3,0.011635,0.04271,0.395595,0.379378,0.363636,0.0,0.185394
Climate Change,increase,0.001952,0.005333,2.8238,0.13018867924528305,0.1865079365079365,0.0,3,0.011635,0.041885,0.735568,0.118388,0.068182,0.0,0.184488
Climate Change,good,0.003253,0.008405,0.8557,0.36981132075471695,0.7,0.012553,5,0.034886,0.066013,0.182684,0.379378,0.656364,0.012553,0.183816
Climate Change,wait,0.001301,0.004574,1.8826,0.13018867924528305,0.6666666666666666,0.0,2,0.0,0.035924,0.471163,0.118388,0.618182,0.0,0.18279
Climate Change,world,0.002602,0.00731,2.1515,0.18018867924528303,0.369047619047619,0.0,4,0.023252,0.057413,0.546703,0.172847,0.277273,0.0,0.181999
Climate Change,researchers,0.001301,0.003144,1.8826,0.43018867924528303,0.25,0.0,2,0.0,0.024693,0.471163,0.445139,0.140909,0.0,0.181268
Climate Change,doing,0.001301,0.003572,1.255,0.6301886792452831,0.25,0.0,2,0.0,0.028054,0.294856,0.662974,0.140909,0.0,0.179522
Climate Change,likely,0.001952,0.007529,1.8826,0.09685534591194966,0.611111111111111,0.0,3,0.011635,0.059133,0.471163,0.082082,0.554545,0.0,0.17911
Climate Change,don,0.004554,0.012116,1.1459,0.20161725067385444,0.6476190476190476,0.011055,7,0.058138,0.095159,0.264208,0.196186,0.596364,0.011055,0.178429
Climate Change,lol,0.001301,0.004122,0.753,0.6301886792452831,0.19642857142857142,0.316237,2,0.0,0.032374,0.153833,0.662974,0.079545,0.316237,0.177884
Climate Change,need,0.003904,0.009558,1.8826,0.06037735849056604,0.5555555555555556,0.0,6,0.046521,0.075068,0.471163,0.042352,0.490909,0.0,0.177747
Climate Change,actually,0.001301,0.003563,0.9413,0.43018867924528303,0.6666666666666666,0.0,2,0.0,0.027984,0.206731,0.445139,0.618182,0.0,0.176931
Climate Change,yes,0.001952,0.006261,1.255,0.6062893081761006,0.167989417989418,0.0,3,0.011635,0.049174,0.294856,0.636943,0.04697,0.0,0.17383
Climate Change,think,0.002602,0.006564,0.753,0.38018867924528305,0.675,0.011055,4,0.023252,0.051554,0.153833,0.390681,0.627727,0.011055,0.170786
Climate Change,usage,0.001301,0.004621,1.8826,0.13018867924528305,0.26666666666666666,0.315446,2,0.0,0.036293,0.471163,0.118388,0.16,0.315446,0.168609
Climate Change,great,0.001952,0.006481,1.6136,0.09685534591194966,0.6666666666666666,0.0,3,0.011635,0.050902,0.395595,0.082082,0.618182,0.0,0.168302
Climate Change,source,0.002602,0.006855,1.8826,0.18962264150943398,0.3669642857142857,0.0,4,0.023252,0.053839,0.471163,0.183122,0.274886,0.0,0.1673
Climate Change,industry,0.001301,0.004615,1.5061,0.43018867924528303,0.25,0.0,2,0.0,0.036246,0.365396,0.445139,0.140909,0.0,0.163002
Climate Change,self,0.001301,0.004861,1.255,0.43018867924528303,0.3333333333333333,0.0,2,0.0,0.038178,0.294856,0.445139,0.236364,0.0,0.158923
Climate Change,mean,0.001301,0.003093,1.5061,0.13018867924528305,0.6666666666666666,0.0,2,0.0,0.024292,0.365396,0.118388,0.618182,0.0,0.158729
Climate Change,things,0.001952,0.00569,1.4119,0.2968553459119497,0.38888888888888884,0.013944,3,0.011635,0.044689,0.338933,0.299917,0.3,0.013944,0.157668
Climate Change,cost,0.001952,0.006149,2.2591,0.09685534591194966,0.2611111111111111,0.0,3,0.011635,0.048294,0.576931,0.082082,0.153636,0.0,0.157463
Climate Change,0,0.002602,0.0,1.8826,0.09685534591194966,0.49999999999999994,0.0,4,0.023252,0.0,0.471163,0.082082,0.427273,0.0,0.153923
Climate Change,ai,0.001952,0.004104,0.2054,0.43018867924528303,0.75,0.011308,3,0.011635,0.032233,0.0,0.445139,0.713636,0.011308,0.14965
Climate Change,possible,0.001952,0.005809,2.2591,0.09685534591194966,0.1976190476190476,0.0,3,0.011635,0.045624,0.576931,0.082082,0.080909,0.0,0.149522
Climate Change,1,0.001952,0.0,0.9413,0.36981132075471695,0.5,0.0,3,0.011635,0.0,0.206731,0.379378,0.427273,0.0,0.143307
Climate Change,based,0.001952,0.005849,1.8826,0.09685534591194966,0.2888888888888889,0.0,3,0.011635,0.045938,0.471163,0.082082,0.185455,0.0,0.138902
Climate Change,code,0.001301,0.002315,0.9413,0.43018867924528303,0.3214285714285714,0.0,2,0.0,0.018182,0.206731,0.445139,0.222727,0.0,0.134935
Climate Change,kind,0.001301,0.003324,1.255,0.13018867924528305,0.5714285714285714,0.0,2,0.0,0.026107,0.294856,0.118388,0.509091,0.0,0.134165
Climate Change,look,0.001301,0.004473,1.8826,0.13018867924528305,0.225,0.0,2,0.0,0.035131,0.471163,0.118388,0.112273,0.0,0.132001
Climate Change,just,0.004554,0.009459,0.6936,0.20161725067385444,0.24047619047619048,0.31451,7,0.058138,0.074291,0.137146,0.196186,0.13,0.31451,0.131508
Climate Change,wrong,0.001301,0.004678,1.5061,0.13018867924528305,0.375,0.0,2,0.0,0.036741,0.365396,0.118388,0.284091,0.0,0.128432
Climate Change,problem,0.002602,0.006971,1.6734,0.09685534591194966,0.25,0.0,4,0.023252,0.05475,0.412394,0.082082,0.140909,0.0,0.12722
Climate Change,did,0.001301,0.003253,0.4183,0.6301886792452831,0.19642857142857142,0.0,2,0.0,0.025549,0.059808,0.662974,0.079545,0.0,0.125749
Climate Change,15,0.001301,0.003664,1.8826,0.13018867924528305,0.18333333333333335,0.0,2,0.0,0.028777,0.471163,0.118388,0.064545,0.0,0.12564
Climate Change,money,0.002602,0.006457,1.5061,0.13018867924528305,0.2361111111111111,0.0,4,0.023252,0.050713,0.365396,0.118388,0.125,0.0,0.120666
Climate Change,companies,0.001301,0.003778,1.5061,0.13018867924528305,0.3214285714285714,0.0,2,0.0,0.029672,0.365396,0.118388,0.222727,0.0,0.120528
Climate Change,right,0.002602,0.007718,1.1585,0.13018867924528305,0.3759920634920635,0.0,4,0.023252,0.060617,0.267747,0.118388,0.285227,0.0,0.119635
Climate Change,doesn,0.002602,0.005187,0.9413,0.09685534591194966,0.55,0.0,4,0.023252,0.040739,0.206731,0.082082,0.484545,0.0,0.116948
Climate Change,years,0.001301,0.004145,1.255,0.13018867924528305,0.375,0.01212,2,0.0,0.032555,0.294856,0.118388,0.284091,0.01212,0.114489
Climate Change,using,0.001301,0.003236,0.4706,0.439622641509434,0.3333333333333333,0.0,2,0.0,0.025415,0.074501,0.455415,0.236364,0.0,0.113203
Climate Change,like,0.003253,0.006574,0.3423,0.23018867924528302,0.43,0.011308,5,0.034886,0.051632,0.038458,0.227305,0.347091,0.011308,0.097512
Climate Change,stuff,0.001301,0.003579,1.255,0.13018867924528305,0.21666666666666667,0.0,2,0.0,0.028109,0.294856,0.118388,0.102727,0.0,0.094029
Climate Change,research,0.001301,0.004952,1.0758,0.13018867924528305,0.225,0.0,2,0.0,0.038893,0.244515,0.118388,0.112273,0.0,0.087612
Climate Change,make,0.001301,0.003479,0.6275,0.13018867924528305,0.375,0.0,2,0.0,0.027324,0.118577,0.118388,0.284091,0.0,0.076714
Climate Change,thing,0.001301,0.004111,0.753,0.13018867924528305,0.18333333333333335,0.011055,2,0.0,0.032288,0.153833,0.118388,0.064545,0.011055,0.064157
Cryptocurrency,bitcoin,0.045521,0.089713,4.1815,0.0077087286527514065,0.4785330261136713,0.729253,62,1.0,0.997987,0.983416,0.0,0.404038,0.729253,0.759509
Cryptocurrency,blockchain,0.040382,0.089894,4.2489,0.09324866310160435,0.3972943722943721,0.642527,55,0.883345,1.0,1.0,0.093103,0.311194,0.642527,0.736007
Cryptocurrency,crypto,0.036711,0.07114,3.9342,0.03271308523409364,0.493,1.0,50,0.800014,0.791377,0.922568,0.027215,0.420571,1.0,0.6885
Cryptocurrency,ethereum,0.032305,0.072163,4.2489,0.19639192886456902,0.5445075757575756,0.533333,44,0.699998,0.802757,1.0,0.205367,0.479437,0.533333,0.672771
Cryptocurrency,cryptocurrency,0.035242,0.075743,4.2489,0.037990196078431404,0.4491319444444442,0.533333,48,0.766667,0.842581,1.0,0.032959,0.370437,0.533333,0.6593
Cryptocurrency,buy,0.005874,0.017759,4.2489,0.2977941176470589,0.4979166666666667,0.729253,8,0.100016,0.197555,1.0,0.315735,0.42619,0.729253,0.432297
Cryptocurrency,want,0.001468,0.00585,4.2489,0.6213235294117647,1.0,0.0,2,0.0,0.065077,1.0,0.667871,1.0,0.0,0.41645
Cryptocurrency,use,0.011747,0.027749,3.0901,0.17867647058823527,0.47135416666666663,0.805984,16,0.233333,0.308686,0.714876,0.186085,0.395833,0.805984,0.414908
Cryptocurrency,unfortunately,0.001468,0.003415,4.2489,0.6213235294117647,1.0,0.0,2,0.0,0.037989,1.0,0.667871,1.0,0.0,0.409678
Cryptocurrency,currency,0.005874,0.016958,4.2489,0.051470588235294115,0.40625,1.0,8,0.100016,0.188644,1.0,0.047631,0.321429,1.0,0.406452
