post_id,item_id,topic,final_sentiment,split,artificial_intelligence_unigram_score,artificial_intelligence_bigram_score,artificial_intelligence_positional_score,artificial_intelligence_custom_score,artificial_intelligence_matched_unigram_count,artificial_intelligence_matched_bigram_count,climate_change_unigram_score,climate_change_bigram_score,climate_change_positional_score,climate_change_custom_score,climate_change_matched_unigram_count,climate_change_matched_bigram_count,cryptocurrency_unigram_score,cryptocurrency_bigram_score,cryptocurrency_positional_score,cryptocurrency_custom_score,cryptocurrency_matched_unigram_count,cryptocurrency_matched_bigram_count,cybersecurity_unigram_score,cybersecurity_bigram_score,cybersecurity_positional_score,cybersecurity_custom_score,cybersecurity_matched_unigram_count,cybersecurity_matched_bigram_count
43055324,122,Artificial Intelligence,neutral,test,0.335182,0.0,0.095473,0.198671,2,0,0.126074,0.0,0.114091,0.086454,1,0,0.170317,0.0,0.074286,0.104817,1,0,0.091968,0.0,0.032195,0.055412,1,0
42889554,123,Artificial Intelligence,neutral,train,0.335715,0.34717,0.169818,0.314267,7,4,0.0,0.0,0.0,0.0,0,4,0.060364,0.0,0.112245,0.050037,1,4,0.0,0.0,0.0,0.0,0,4
43538240,124,Artificial Intelligence,neutral,train,0.57159,1.0,0.148936,0.636715,3,1,0.126074,0.0,0.570455,0.154909,1,1,0.170317,0.0,0.371429,0.149389,1,1,0.091968,0.0,0.160976,0.074729,1,1
43411257,125,Artificial Intelligence,negative,train,0.530573,1.0,0.165752,0.616678,3,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
43321983,126,Artificial Intelligence,neutral,train,0.670192,1.0,0.040585,0.674693,2,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
43317314,127,Artificial Intelligence,neutral,train,0.481857,0.669316,0.082474,0.478187,4,2,0.196508,0.0,0.463636,0.177625,2,2,0.170317,0.0,0.185715,0.121532,1,2,0.091968,0.0,0.080488,0.062656,1,2
43244871,128,Artificial Intelligence,neutral,train,0.670192,1.0,0.048304,0.675851,2,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.213811,0.0,0.017422,0.120209,1,1
43177980,129,Artificial Intelligence,neutral,train,0.557561,1.0,0.225396,0.640468,3,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
43164870,130,Artificial Intelligence,neutral,test,0.670192,1.0,0.078186,0.680333,2,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
42559688,131,Artificial Intelligence,neutral,test,0.38052,0.33282,0.256534,0.347612,5,1,0.067091,0.0,0.091932,0.05069,1,1,0.183294,0.0,0.118503,0.118587,2,1,0.194812,0.0,0.108537,0.123427,2,1
42548116,132,Artificial Intelligence,neutral,train,0.423661,0.0,0.22072,0.266121,2,0,0.0,0.0,0.0,0.0,0,0,0.361078,0.0,0.106151,0.214516,1,0,0.078716,0.0,0.035366,0.048599,1,0
42546904,133,Artificial Intelligence,neutral,train,0.706521,0.0,0.176751,0.415099,1,0,0.0,0.0,0.0,0.0,0,0,0.203157,0.0,0.542857,0.193165,1,0,0.0,0.0,0.0,0.0,0,0
42544502,134,Artificial Intelligence,positive,train,0.446023,0.33282,0.260076,0.38417,3,1,0.206958,0.0,0.133182,0.133804,1,1,0.13538,0.0,0.057143,0.08303,1,1,0.183769,0.0,0.106341,0.117024,1,1
42561466,135,Artificial Intelligence,neutral,train,0.508641,0.0,0.093722,0.293811,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
42551167,136,Artificial Intelligence,negative,train,0.473355,0.0,0.35828,0.314088,2,0,0.0,0.0,0.0,0.0,0,0,0.211612,0.0,0.103175,0.131863,1,0,0.0,0.0,0.0,0.0,0,0
42545494,137,Artificial Intelligence,neutral,train,0.389877,0.0,0.163343,0.238934,3,0,0.219744,0.0,0.452273,0.1887,1,0,0.19704,0.0,0.357143,0.161943,1,0,0.19336,0.0,0.310976,0.152994,1,0
42536219,138,Artificial Intelligence,neutral,train,0.369318,0.322681,0.28064,0.342025,4,3,0.132088,0.0,0.284091,0.115262,1,3,0.0,0.0,0.0,0.0,0,3,0.233656,0.0,0.333333,0.178511,1,3
42536143,139,Artificial Intelligence,negative,train,0.727838,0.0,0.16073,0.42442,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
42536121,140,Artificial Intelligence,negative,train,0.389834,0.321079,0.055377,0.319039,3,2,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,2,0.233656,0.0,0.2,0.158511,1,2
42529485,141,Artificial Intelligence,neutral,train,0.727838,0.0,0.096438,0.414777,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
42526100,142,Artificial Intelligence,neutral,train,0.428789,0.0,0.088504,0.24911,3,0,0.238973,0.0,0.333333,0.181435,1,0,0.124611,0.0,0.100529,0.083615,1,0,0.146887,0.0,0.149051,0.103146,1,0
42480012,143,Artificial Intelligence,neutral,train,0.373839,0.361276,0.107663,0.330144,5,3,0.0,0.0,0.0,0.0,0,3,0.060364,0.0,0.22449,0.066874,1,3,0.0,0.0,0.0,0.0,0,3
42363586,144,Artificial Intelligence,neutral,train,0.360681,1.0,0.093395,0.512384,5,1,0.159388,0.0,0.033617,0.092706,2,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
42345948,145,Artificial Intelligence,neutral,train,0.473952,1.0,0.070072,0.571184,4,1,0.197542,0.0,0.181818,0.135921,1,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
42322121,146,Artificial Intelligence,neutral,train,0.479448,1.0,0.146344,0.585648,4,1,0.126074,0.0,0.190152,0.097863,1,1,0.170317,0.0,0.12381,0.112246,1,1,0.091968,0.0,0.053659,0.058631,1,1
42280984,147,Artificial Intelligence,positive,train,0.521057,1.0,0.092592,0.60047,3,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
42256754,148,Artificial Intelligence,neutral,train,0.670192,1.0,0.213663,0.700655,2,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
42155892,149,Artificial Intelligence,negative,train,0.42333,0.516707,0.226707,0.42185,5,2,0.067091,0.0,0.091932,0.05069,1,2,0.250715,0.058888,0.602063,0.245869,2,2,0.197686,0.044563,0.402671,0.182497,2,2
42150649,150,Artificial Intelligence,neutral,test,0.456671,1.0,0.051095,0.558833,4,1,0.0,0.0,0.0,0.0,0,1,0.184038,0.0,0.619048,0.194078,1,1,0.141013,0.0,0.707317,0.183655,1,1
41702096,151,Artificial Intelligence,negative,train,0.369001,0.0,0.225434,0.236765,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.191123,0.0,0.560976,0.189264,1,0
41697025,152,Artificial Intelligence,negative,test,0.411284,0.0,0.222789,0.259625,2,0,0.0,0.0,0.0,0.0,0,0,0.168653,0.0,0.238095,0.128473,1,0,0.0,0.0,0.0,0.0,0,0
41693058,153,Artificial Intelligence,negative,train,0.475951,0.114983,0.08112,0.308436,2,3,0.067091,0.003699,0.045966,0.044905,1,3,0.250317,0.056835,0.142301,0.17607,2,3,0.233428,0.034697,0.128455,0.158063,2,3
41692479,154,Artificial Intelligence,neutral,train,0.538825,0.0,0.194841,0.32558,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
41691802,155,Artificial Intelligence,neutral,train,0.463893,0.0,0.202564,0.285526,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
41684910,156,Artificial Intelligence,neutral,train,0.482905,0.0,0.301903,0.310883,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
41677984,157,Artificial Intelligence,neutral,train,0.379656,0.0,0.087466,0.221931,3,0,0.238973,0.0,0.25,0.168935,1,0,0.124611,0.0,0.075397,0.079846,1,0,0.146887,0.0,0.111788,0.097556,1,0
41701192,158,Artificial Intelligence,negative,test,0.436821,0.0,0.228948,0.274593,2,0,0.210867,0.0,0.23553,0.151307,2,0,0.259831,0.0,0.428571,0.207193,1,0,0.137979,0.0,0.280836,0.118014,1,0
41692438,159,Artificial Intelligence,negative,train,0.454977,0.0,0.259705,0.289193,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
41685831,160,Artificial Intelligence,negative,train,0.52192,0.0,0.30157,0.332291,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.110652,0.0,0.059756,0.069822,1,0
41684990,161,Artificial Intelligence,negative,test,0.727838,0.0,0.120547,0.418393,1,0,0.236152,0.0,0.068784,0.140201,3,0,0.169091,0.0,0.161905,0.117286,1,0,0.0,0.0,0.0,0.0,0,0
41682467,162,Artificial Intelligence,neutral,train,0.366138,0.0,0.087205,0.214457,3,0,0.118589,0.0,0.056818,0.073747,1,0,0.167419,0.0,0.066667,0.10208,1,0,0.0,0.0,0.0,0.0,0,0
41677914,163,Artificial Intelligence,negative,train,0.316099,0.0,0.166377,0.198811,4,0,0.189535,0.0,0.114881,0.121476,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
41673789,164,Artificial Intelligence,negative,train,0.727838,0.0,0.482189,0.472639,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
41682067,165,Artificial Intelligence,negative,train,0.369732,1.0,0.117173,0.520928,6,1,0.160446,0.0,0.060189,0.097273,2,1,0.208242,0.0,0.169974,0.140029,2,1,0.12839,0.0,0.147764,0.092779,2,1
41624919,166,Artificial Intelligence,positive,train,0.429415,0.49415,0.132209,0.404255,5,4,0.067091,0.0,0.183864,0.06448,1,4,0.287693,0.0,0.408254,0.219469,1,4,0.223522,0.0,0.279675,0.164888,1,4
41438315,167,Artificial Intelligence,neutral,train,0.379902,1.0,0.040178,0.514973,5,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.487811,0.0,0.057236,0.276881,1,1
41230072,168,Artificial Intelligence,neutral,train,0.416967,0.554607,0.265823,0.435587,5,3,0.139369,0.0,0.397159,0.136227,2,3,0.177177,0.0,0.154762,0.120662,2,3,0.11649,0.0,0.110976,0.080716,2,3
41203134,169,Artificial Intelligence,neutral,train,0.301406,0.509166,0.147553,0.340656,6,2,0.199639,0.0,0.523579,0.188338,2,2,0.203108,0.060631,0.439116,0.195766,2,2,0.340585,0.0,0.349133,0.239692,2,2
41065134,170,Artificial Intelligence,neutral,test,0.670192,1.0,0.059684,0.677558,2,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
40841166,171,Artificial Intelligence,neutral,train,0.394761,0.0,0.159974,0.241114,3,0,0.128758,0.0,0.213637,0.102862,1,0,0.056834,0.0,0.166666,0.056259,1,0,0.173047,0.0,0.5,0.170176,1,0
40839264,172,Artificial Intelligence,negative,train,0.362022,0.328014,0.18931,0.325913,4,1,0.0,0.0,0.0,0.0,0,1,0.230756,0.0,0.650794,0.224535,1,1,0.119333,0.0,0.503746,0.141195,2,1
40813371,173,Artificial Intelligence,positive,train,0.706521,0.0,0.058917,0.397424,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
40810145,174,Artificial Intelligence,negative,train,0.706521,0.0,0.176751,0.415099,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
40807992,175,Artificial Intelligence,neutral,test,0.450982,0.0,0.276751,0.289553,2,0,0.155688,0.0,0.100727,0.100737,1,0,0.235527,0.0,0.133333,0.14954,1,0,0.135289,0.0,0.076423,0.085872,1,0
40796141,176,Artificial Intelligence,negative,train,0.406268,0.328014,0.121743,0.340113,4,2,0.0,0.0,0.0,0.0,0,2,0.079276,0.0,0.028571,0.047888,1,2,0.17362,0.0,0.140244,0.116528,1,2
40774885,177,Artificial Intelligence,negative,train,0.450825,0.35076,0.080483,0.365254,3,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
40765626,178,Artificial Intelligence,neutral,train,0.463522,0.0,0.215368,0.287243,2,0,0.0,0.0,0.0,0.0,0,0,0.171752,0.0,0.128572,0.113749,1,0,0.0,0.0,0.0,0.0,0,0
40826675,179,Artificial Intelligence,negative,train,0.727838,0.0,0.120547,0.418393,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
40819879,180,Artificial Intelligence,neutral,test,0.727838,0.0,0.482189,0.472639,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
40807483,181,Artificial Intelligence,negative,train,0.381763,0.171478,0.158112,0.28513,3,2,0.174251,0.0,0.268864,0.136168,2,2,0.126937,0.0,0.211905,0.101601,2,2,0.179612,0.027951,0.184074,0.134783,4,2
40806902,182,Artificial Intelligence,neutral,train,0.325644,0.33282,0.06889,0.289284,7,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.191032,0.0,0.079946,0.117059,1,1
40802916,183,Artificial Intelligence,neutral,train,0.418112,0.0,0.051522,0.23769,2,0,0.0,0.0,0.0,0.0,0,0,0.18593,0.0,0.027513,0.106388,1,0,0.0,0.0,0.0,0.0,0,0
40795462,184,Artificial Intelligence,neutral,train,0.305977,0.0,0.156759,0.191801,5,0,0.0,0.0,0.0,0.0,0,0,0.230756,0.0,0.162698,0.151321,1,0,0.199873,0.0,0.198171,0.139656,2,0
40777981,185,Artificial Intelligence,neutral,train,0.302944,0.0,0.133505,0.186645,4,0,0.09165,0.0,0.037424,0.056021,1,0,0.187043,0.0,0.083598,0.115413,1,0,0.163109,0.0,0.038328,0.095459,1,0
40755392,186,Artificial Intelligence,negative,train,0.339845,0.328014,0.144188,0.306947,3,1,0.151313,0.0,0.293056,0.12718,2,1,0.178057,0.0,0.352381,0.150789,2,1,0.141529,0.0,0.247155,0.114914,2,1
39924872,187,Artificial Intelligence,negative,train,0.309602,0.0,0.052828,0.178205,4,0,0.138678,0.0,0.144167,0.097898,2,0,0.144952,0.0,0.061905,0.089009,2,0,0.091968,0.0,0.053659,0.058631,1,0
39904589,188,Artificial Intelligence,negative,test,0.379697,0.328014,0.154366,0.330392,4,1,0.161313,0.0,0.137727,0.109381,1,1,0.259831,0.0,0.428571,0.207193,1,1,0.137979,0.0,0.280836,0.118014,1,1
40732238,189,Artificial Intelligence,neutral,test,0.461641,1.0,0.085823,0.566776,4,1,0.126074,0.0,0.095076,0.083602,1,1,0.170317,0.0,0.061905,0.10296,1,1,0.155427,0.0,0.05,0.092985,2,1
40690548,190,Artificial Intelligence,positive,test,0.670192,1.0,0.078186,0.680333,2,1,0.232583,0.0,0.618182,0.220648,1,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
40640302,191,Artificial Intelligence,positive,train,0.299665,0.0,0.126667,0.183816,7,0,0.126074,0.0,0.095076,0.083602,1,0,0.265698,0.0,0.137103,0.166699,2,0,0.085342,0.0,0.04878,0.054255,2,0
40614395,192,Artificial Intelligence,neutral,test,0.670192,1.0,0.113796,0.685675,2,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
40612280,193,Artificial Intelligence,neutral,train,0.531057,1.0,0.13876,0.612895,3,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.150351,0.0,0.280488,0.124766,1,1
40598145,194,Artificial Intelligence,negative,train,0.511465,1.0,0.085569,0.594141,3,1,0.087825,0.0,0.071023,0.058957,1,1,0.055094,0.0,0.035714,0.035659,1,1,0.151394,0.0,0.09878,0.098084,1,1
39881096,195,Artificial Intelligence,neutral,train,0.389022,0.0,0.401009,0.274114,3,0,0.142223,0.0,0.358636,0.132018,2,0,0.14618,0.0,0.416667,0.142899,2,0,0.154168,0.0,0.441057,0.150951,2,0
39858199,196,Artificial Intelligence,negative,train,0.308837,0.0,0.08653,0.18284,4,0,0.143421,0.0,0.216856,0.11141,3,0,0.157089,0.0,0.092196,0.100228,3,0,0.127168,0.0,0.082845,0.082369,3,0
39850821,197,Artificial Intelligence,positive,train,0.352929,0.0,0.191289,0.222804,4,0,0.206958,0.0,0.332954,0.16377,1,0,0.13538,0.0,0.142857,0.095888,1,0,0.170521,0.0,0.201707,0.124043,2,0
39841862,198,Artificial Intelligence,neutral,train,0.267262,0.0,0.25921,0.185876,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.150015,0.0,0.128049,0.101716,1,0
39834432,199,Artificial Intelligence,negative,train,0.439096,0.329877,0.111141,0.357137,4,3,0.067091,0.0,0.061288,0.046093,1,3,0.287693,0.0,0.136085,0.178644,1,3,0.223522,0.0,0.093225,0.136921,1,3
39834096,200,Artificial Intelligence,neutral,train,0.399734,0.0,0.158886,0.243687,3,0,0.067091,0.0,0.036773,0.042416,1,0,0.287693,0.0,0.081651,0.170479,1,0,0.223522,0.0,0.055935,0.131327,1,0
39834089,201,Artificial Intelligence,neutral,train,0.281226,0.328014,0.095725,0.267438,2,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
39878089,202,Artificial Intelligence,negative,train,0.41549,0.0,0.128352,0.247773,2,0,0.176334,0.0,0.041591,0.103222,2,0,0.164275,0.0,0.05119,0.09803,2,0,0.0,0.0,0.0,0.0,0,0
39875323,203,Artificial Intelligence,negative,test,0.425163,0.0,0.133454,0.253858,2,0,0.0,0.0,0.0,0.0,0,0,0.209177,0.0,0.054648,0.123245,1,0,0.303608,0.0,0.237398,0.202594,2,0
39874312,204,Artificial Intelligence,neutral,test,0.381024,0.0,0.133289,0.229557,4,0,0.165931,0.0,0.503636,0.166807,1,0,0.19276,0.0,0.238095,0.141732,1,0,0.0,0.0,0.0,0.0,0,0
39867755,205,Artificial Intelligence,positive,train,0.727838,0.0,0.482189,0.472639,1,0,0.129709,0.0,0.012909,0.073276,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
39847676,206,Artificial Intelligence,negative,train,0.384651,0.0,0.262542,0.250939,3,0,0.223177,0.0,0.174242,0.148884,1,0,0.0,0.0,0.0,0.0,0,0,0.157274,0.0,0.687805,0.189671,1,0
39825078,207,Artificial Intelligence,positive,train,0.402067,0.0,0.165369,0.245942,4,0,0.26908,0.0,0.066364,0.157949,1,0,0.0,0.0,0.0,0.0,0,0,0.151172,0.0,0.077033,0.094699,2,0
39594291,208,Artificial Intelligence,neutral,test,0.426267,0.664007,0.11409,0.450762,5,2,0.161313,0.0,0.027545,0.092854,1,2,0.259831,0.0,0.085714,0.155764,1,2,0.137979,0.0,0.056167,0.084314,1,2
38830941,209,Artificial Intelligence,neutral,train,0.288704,0.0,0.204471,0.189458,2,0,0.126074,0.0,0.570455,0.154909,1,0,0.170317,0.0,0.371429,0.149389,1,0,0.091968,0.0,0.160976,0.074729,1,0
39304797,210,Artificial Intelligence,neutral,train,0.320761,0.34717,0.152981,0.303516,7,4,0.0,0.0,0.0,0.0,0,4,0.060364,0.0,0.112245,0.050037,1,4,0.057805,0.0,0.004281,0.032435,1,4
39865855,211,Artificial Intelligence,positive,test,0.574282,1.0,0.025873,0.619736,3,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
39674036,212,Artificial Intelligence,neutral,test,0.574282,1.0,0.150061,0.638364,3,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
39638352,213,Artificial Intelligence,neutral,train,0.464402,1.0,0.078201,0.567151,4,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
39599865,214,Artificial Intelligence,neutral,test,0.57159,1.0,0.169729,0.639834,3,1,0.126074,0.0,0.142614,0.090733,1,1,0.170317,0.0,0.092857,0.107603,1,1,0.091968,0.0,0.040244,0.056619,1,1
38824639,215,Artificial Intelligence,neutral,test,0.444788,0.0,0.074362,0.255788,3,0,0.067091,0.0,0.045966,0.043795,1,0,0.287693,0.0,0.102064,0.173541,1,0,0.223522,0.0,0.069919,0.133425,1,0
38822744,216,Artificial Intelligence,positive,train,0.382106,0.0,0.115102,0.227423,3,0,0.133264,0.0,0.101732,0.088555,2,0,0.139498,0.0,0.148702,0.099029,3,0,0.175757,0.0,0.325397,0.145476,3,0
38822261,217,Artificial Intelligence,positive,train,0.301914,0.0,0.112836,0.182978,3,0,0.128758,0.0,0.142424,0.092181,1,0,0.056834,0.0,0.111111,0.047925,1,0,0.173047,0.0,0.333333,0.145176,1,0
38822215,218,Artificial Intelligence,negative,train,0.394512,0.329877,0.173669,0.341995,5,3,0.120891,0.0,0.339735,0.117451,2,3,0.287693,0.0,0.136085,0.178644,1,3,0.190739,0.0,0.35149,0.15763,2,3
38820491,219,Artificial Intelligence,negative,train,0.479849,0.0,0.246682,0.300919,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
38801459,220,Artificial Intelligence,negative,train,0.275221,0.0,0.247955,0.188565,5,0,0.161313,0.0,0.034432,0.093887,1,0,0.259831,0.0,0.107143,0.158978,1,0,0.138223,0.0,0.047909,0.083209,3,0
38801350,221,Artificial Intelligence,negative,train,0.531608,0.0,0.277209,0.333966,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
38799059,222,Artificial Intelligence,neutral,train,0.393532,0.0,0.087896,0.229627,3,0,0.206958,0.0,0.166477,0.138798,1,0,0.13538,0.0,0.071429,0.085173,1,0,0.183769,0.0,0.132927,0.121012,1,0
38815248,223,Artificial Intelligence,neutral,train,0.727838,0.0,0.241094,0.436475,1,0,0.22882,0.0,0.320364,0.173906,1,0,0.169091,0.0,0.809524,0.214429,1,0,0.170667,0.0,0.037398,0.099477,1,0
38785119,224,Artificial Intelligence,neutral,train,0.385054,0.328014,0.139918,0.331172,5,2,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,2
38782171,225,Artificial Intelligence,neutral,test,0.483954,0.0,0.089936,0.279665,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.157274,0.0,0.114634,0.103696,1,0
38773902,226,Artificial Intelligence,neutral,train,0.451952,0.0,0.28817,0.291799,2,0,0.238973,0.0,1.0,0.281435,1,0,0.124611,0.0,0.301587,0.113774,1,0,0.146887,0.0,0.447154,0.147861,1,0
38761563,227,Artificial Intelligence,positive,train,0.727838,0.0,0.120547,0.418393,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
38754452,228,Artificial Intelligence,negative,train,0.403003,0.0,0.319298,0.269546,3,0,0.243235,0.0,0.312727,0.180688,1,0,0.216016,0.0,0.555556,0.202142,1,0,0.135224,0.0,0.707317,0.180471,1,0
38317215,229,Artificial Intelligence,neutral,train,0.329541,0.328014,0.112475,0.296523,5,1,0.09165,0.0,0.018712,0.053214,1,1,0.187043,0.0,0.041799,0.109144,1,1,0.198078,0.0,0.032104,0.113759,3,1
38657666,230,Artificial Intelligence,neutral,train,0.330205,0.370783,0.068885,0.30318,7,2,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,2,0.057805,0.0,0.004281,0.032435,1,2
38481360,231,Artificial Intelligence,neutral,train,0.368994,0.376563,0.066402,0.325876,4,2,0.0,0.0,0.0,0.0,0,2,0.060364,0.0,0.044898,0.039935,1,2,0.0,0.0,0.0,0.0,0,2
38245544,232,Artificial Intelligence,neutral,train,0.410346,0.370783,0.179525,0.363854,5,2,0.219744,0.0,0.452273,0.1887,1,2,0.19704,0.0,0.357143,0.161943,1,2,0.19336,0.0,0.310976,0.152994,1,2
38110552,233,Artificial Intelligence,neutral,train,0.376062,0.357423,0.074815,0.325283,5,3,0.126074,0.0,0.285228,0.112125,1,3,0.11534,0.0,0.130272,0.082978,2,3,0.091968,0.0,0.080488,0.062656,1,3
37924839,234,Artificial Intelligence,neutral,test,0.368994,0.361276,0.041624,0.317573,4,3,0.0,0.0,0.0,0.0,0,3,0.18136,0.0,0.528061,0.178957,2,3,0.0,0.0,0.0,0.0,0,3
38777114,235,Artificial Intelligence,neutral,train,0.398226,0.668434,0.138376,0.440311,6,2,0.067091,0.0,0.045966,0.043795,1,2,0.250715,0.0,0.301032,0.183048,2,2,0.195498,0.0,0.196554,0.137007,3,2
38730978,236,Artificial Intelligence,neutral,train,0.519752,1.0,0.088816,0.599186,3,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
38678813,237,Artificial Intelligence,neutral,train,0.670192,1.0,0.213663,0.700655,2,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
38585936,238,Artificial Intelligence,neutral,train,0.400668,1.0,0.047073,0.527428,6,1,0.208225,0.0,0.618182,0.207251,1,1,0.084954,0.0,0.045663,0.053574,2,1,0.166102,0.0,0.057927,0.100045,1,1
38585640,239,Artificial Intelligence,positive,test,0.409262,1.0,0.207841,0.55627,5,1,0.117179,0.0,0.192702,0.093354,3,1,0.193351,0.0,0.284233,0.148978,3,1,0.177286,0.0,0.268022,0.137711,3,1
37720359,240,Artificial Intelligence,positive,train,0.383264,0.171703,0.127585,0.281444,4,2,0.128758,0.007879,0.085455,0.085999,1,2,0.056834,0.0,0.066667,0.041259,1,2,0.16516,0.0,0.271951,0.131631,2,2
37718524,241,Artificial Intelligence,positive,train,0.387115,0.0,0.099595,0.227853,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.191032,0.0,0.119919,0.123055,1,0
37712585,242,Artificial Intelligence,positive,train,0.513941,0.328014,0.273092,0.422036,2,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
37695136,243,Artificial Intelligence,neutral,test,0.706521,0.0,0.353501,0.441612,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
37693558,244,Artificial Intelligence,neutral,train,0.353051,0.0,0.221059,0.227337,3,0,0.148891,0.0,0.044545,0.088572,1,0,0.0,0.0,0.0,0.0,0,0,0.226785,0.0,0.707317,0.230829,1,0
37681016,245,Artificial Intelligence,negative,train,0.397076,0.33282,0.276511,0.359714,3,1,0.0,0.0,0.0,0.0,0,1,0.078895,0.0,0.09864,0.058188,1,1,0.166102,0.0,0.231708,0.126112,1,1
