item_id,post_id,topic,created_at,url,text_preview,annotator_1,annotator_2,annotator_3,annotator_4,final_sentiment,valid_annotation_count,invalid_annotation_count
267,48648738,Cryptocurrency,2026-06-23T17:57:56Z,https://news.ycombinator.com/item?id=48648738,I just directed my cats to make a cryptocurrency.,negative,neutral,negative,neutral,manual_review,4,0
268,48643097,Cryptocurrency,2026-06-23T10:56:24Z,https://news.ycombinator.com/item?id=48643097,cryptocurrency is too long for the people using it for marketing,negative,neutral,neutral,neutral,neutral,4,0
269,48585856,Cryptocurrency,2026-06-18T14:24:04Z,https://news.ycombinator.com/item?id=48585856,"Anubis is not a cryptocurrency miner: <a href=""https://anubis.techaro.lol/docs/user/frequently-asked-questions#does-anubis-mine-bitcoin"" rel=""nofollow"">https://anubis.techaro.lol/docs/user/frequently-asked-questi...</a>",negative,neutral,neutral,neutral,neutral,4,0
270,48512703,Cryptocurrency,2026-06-13T03:36:38Z,https://news.ycombinator.com/item?id=48512703,Good thing these corrupt gerontocrats are also all in on cryptocurrency then.,negative,negative,positive,negative,negative,4,0
271,48767484,Cryptocurrency,2026-07-02T21:17:32Z,https://news.ycombinator.com/item?id=48767484,Cryptography engineers are not excluded from being lazy sysadmins.,negative,neutral,neutral,negative,manual_review,4,0
272,48750846,Cryptocurrency,2026-07-01T18:02:47Z,https://news.ycombinator.com/item?id=48750846,"Conceptually, sure - but crypto? Really?",negative,neutral,negative,negative,negative,4,0
273,48749527,Cryptocurrency,2026-07-01T16:35:31Z,https://news.ycombinator.com/item?id=48749527,What? iO research is an active field in cryptography,neutral,neutral,neutral,neutral,neutral,4,0
274,48743652,Cryptocurrency,2026-07-01T08:12:17Z,https://news.ycombinator.com/item?id=48743652,"cryptography, for example, which is essentially math + cs together",neutral,neutral,neutral,neutral,neutral,4,0
275,48743512,Cryptocurrency,2026-07-01T07:49:46Z,https://news.ycombinator.com/item?id=48743512,"With crypto, how would you know where the money is really from?",negative,neutral,neutral,negative,manual_review,4,0
276,48738705,Cryptocurrency,2026-06-30T20:26:17Z,https://news.ycombinator.com/item?id=48738705,Explain again how crypto money is not Russian bribes?,negative,negative,neutral,negative,negative,4,0
277,48738306,Cryptocurrency,2026-06-30T19:51:07Z,https://news.ycombinator.com/item?id=48738306,"If you back fascists to promote crypto, your values are fucked.",negative,negative,negative,negative,negative,4,0
278,48749831,Cryptocurrency,2026-07-01T16:55:26Z,https://news.ycombinator.com/item?id=48749831,> blockchain developers<p>Is there still such a thing?,negative,neutral,negative,negative,negative,4,0
279,48682441,Cryptocurrency,2026-06-26T04:50:57Z,https://news.ycombinator.com/item?id=48682441,The author better read some on blockchains and ai safety.,negative,neutral,negative,negative,negative,4,0
280,48662488,Cryptocurrency,2026-06-24T16:43:25Z,https://news.ycombinator.com/item?id=48662488,"Long Island Iced Tea, famous for its blockchain technology.",negative,negative,negative,negative,negative,4,0
281,48647899,Cryptocurrency,2026-06-23T16:59:43Z,https://news.ycombinator.com/item?id=48647899,CDBC doesn't necessarily imply blockchain. It can be just another payments system.,neutral,neutral,neutral,neutral,neutral,4,0
282,48569615,Cryptocurrency,2026-06-17T12:40:12Z,https://news.ycombinator.com/item?id=48569615,Could be worse. It could be Blockchain.,negative,negative,negative,negative,negative,4,0
283,48509350,Cryptocurrency,2026-06-12T20:56:26Z,https://news.ycombinator.com/item?id=48509350,ITT hacker news rebuilds a blockchain from scratch,positive,neutral,neutral,neutral,neutral,4,0
284,48488051,Cryptocurrency,2026-06-11T09:15:07Z,https://news.ycombinator.com/item?id=48488051,Where do you store the indices? Blockchain!,neutral,neutral,positive,neutral,neutral,4,0
285,48417368,Cryptocurrency,2026-06-05T19:55:16Z,https://news.ycombinator.com/item?id=48417368,> All payment systems are centralized<p>Except for blockchain based ones,neutral,neutral,positive,neutral,neutral,4,0
286,47547336,Cryptocurrency,2026-03-27T19:47:36Z,https://news.ycombinator.com/item?id=47547336,"Hey Claude,<p>Do some research and write a paper about breaking Bitcoin.",negative,neutral,neutral,negative,manual_review,4,0
287,47541758,Cryptocurrency,2026-03-27T12:13:39Z,https://news.ycombinator.com/item?id=47541758,Unfortunately bitcoins don't leak from storage tanks <i>on their own</i>.,negative,neutral,negative,negative,negative,4,0
288,47541748,Cryptocurrency,2026-03-27T12:12:25Z,https://news.ycombinator.com/item?id=47541748,"Same energy as ""buy bitcoin"" in 2011",negative,neutral,negative,neutral,manual_review,4,0
289,47527660,Cryptocurrency,2026-03-26T07:38:35Z,https://news.ycombinator.com/item?id=47527660,What about... Euro. Gold. Bitcoin. Currency baskets.,neutral,neutral,neutral,neutral,neutral,4,0
290,47460751,Cryptocurrency,2026-03-20T21:21:50Z,https://news.ycombinator.com/item?id=47460751,But what are you too late for bitcoin for? Go buy some!,positive,positive,neutral,positive,positive,4,0
291,47455359,Cryptocurrency,2026-03-20T14:47:45Z,https://news.ycombinator.com/item?id=47455359,Your opinion on my opinion is not really relevant to bitcoin.,neutral,neutral,neutral,negative,neutral,4,0
292,47454674,Cryptocurrency,2026-03-20T14:03:40Z,https://news.ycombinator.com/item?id=47454674,The bitcoin white paper was released in 2008.,neutral,neutral,neutral,neutral,neutral,4,0
293,47454630,Cryptocurrency,2026-03-20T14:01:10Z,https://news.ycombinator.com/item?id=47454630,"""if bitcoin didn't win?"" It didn't win. It's still useless.",negative,negative,negative,negative,negative,4,0
294,47593311,Cryptocurrency,2026-03-31T20:51:02Z,https://news.ycombinator.com/item?id=47593311,"Ethereum has a new site for PQ research: <a href=""https://pq.ethereum.org/"" rel=""nofollow"">https://pq.ethereum.org/</a>",neutral,neutral,neutral,neutral,neutral,4,0
295,47364722,Cryptocurrency,2026-03-13T14:11:14Z,https://news.ycombinator.com/item?id=47364722,"Ethereum Classic and Ethereum both matter, to be clear.",positive,neutral,neutral,neutral,neutral,4,0
296,46932393,Cryptocurrency,2026-02-08T08:16:47Z,https://news.ycombinator.com/item?id=46932393,ethereum has a similar ewaste problem,negative,negative,negative,negative,negative,4,0
297,46799545,Cryptocurrency,2026-01-28T18:28:38Z,https://news.ycombinator.com/item?id=46799545,gas is the transaction fees in Ethereum. It's a fitting name.,neutral,neutral,neutral,neutral,neutral,4,0
298,47531362,Cryptocurrency,2026-03-26T15:02:57Z,https://news.ycombinator.com/item?id=47531362,we already had cryptocurrency and gambling for that,neutral,neutral,negative,negative,manual_review,4,0
299,47381059,Cryptocurrency,2026-03-14T20:54:11Z,https://news.ycombinator.com/item?id=47381059,Their Libra cryptocurrency project is another example.,neutral,neutral,neutral,neutral,neutral,4,0
300,47131387,Cryptocurrency,2026-02-24T00:54:35Z,https://news.ycombinator.com/item?id=47131387,The currency part of cryptocurrency was always a lie.,negative,negative,negative,negative,negative,4,0
301,47127822,Cryptocurrency,2026-02-23T19:54:13Z,https://news.ycombinator.com/item?id=47127822,"Well, that depends on which cryptocurrency is used, doesn't it?",neutral,neutral,neutral,neutral,neutral,4,0
302,47097738,Cryptocurrency,2026-02-21T05:17:45Z,https://news.ycombinator.com/item?id=47097738,Imagine a proof-of-space cryptocurrency that encouraged archiving long-tail data.,positive,neutral,neutral,neutral,neutral,4,0
303,47081062,Cryptocurrency,2026-02-19T23:09:50Z,https://news.ycombinator.com/item?id=47081062,"Isn't the Brave web browser based on this idea, using cryptocurrency?",neutral,neutral,neutral,neutral,neutral,4,0
304,46917869,Cryptocurrency,2026-02-06T20:42:33Z,https://news.ycombinator.com/item?id=46917869,The alternative explanation that he is against cryptocurrency actually is true.,neutral,neutral,negative,negative,manual_review,4,0
305,47573594,Cryptocurrency,2026-03-30T12:47:04Z,https://news.ycombinator.com/item?id=47573594,"Drop the democratic, and you just invented crypto-church.",negative,negative,negative,negative,negative,4,0
306,47546908,Cryptocurrency,2026-03-27T19:06:24Z,https://news.ycombinator.com/item?id=47546908,Why omit the name of the leading cryptographer in the field?,negative,neutral,negative,negative,negative,4,0
307,47544436,Cryptocurrency,2026-03-27T15:59:24Z,https://news.ycombinator.com/item?id=47544436,"If you've read Applied Cryptography, you'd know it is definitely a hose.",negative,neutral,negative,negative,negative,4,0
308,47539441,Cryptocurrency,2026-03-27T05:48:33Z,https://news.ycombinator.com/item?id=47539441,Same as Block booking crypto trades as revenue.,neutral,neutral,negative,negative,manual_review,4,0
309,47498724,Cryptocurrency,2026-03-24T04:53:25Z,https://news.ycombinator.com/item?id=47498724,Crypto is how you can invest in crime without doing crime.,negative,negative,negative,negative,negative,4,0
310,47516115,Cryptocurrency,2026-03-25T11:52:23Z,https://news.ycombinator.com/item?id=47516115,"Long Blockchain Corp. remembers [1].<p>[1] <a href=""https://en.wikipedia.org/wiki/Long_Blockchain_Corp"" rel=""nofollow"">https://en.wikipedia.org/wiki/Long_Blockchain_Corp</a>.",neutral,neutral,neutral,neutral,neutral,4,0
311,47515076,Cryptocurrency,2026-03-25T09:18:01Z,https://news.ycombinator.com/item?id=47515076,Buy it in combo with the good ol' Blockchain perfume!,negative,neutral,negative,negative,negative,4,0
312,47507783,Cryptocurrency,2026-03-24T19:25:44Z,https://news.ycombinator.com/item?id=47507783,"It feels more like ""blockchain"" to me: <a href=""https://www.cnbc.com/2017/12/21/long-island-iced-tea-micro-cap-adds-blockchain-to-name-and-stock-soars.html"" rel=""nofollow"">https://www.cnbc.com/2017/12/21/long-island-iced-tea-micro-c...</a>",neutral,neutral,neutral,neutral,neutral,4,0
313,47504503,Cryptocurrency,2026-03-24T15:52:07Z,https://news.ycombinator.com/item?id=47504503,"You are absolulety right, the blockchain could have prevented this accident",negative,negative,negative,negative,negative,4,0
314,47497074,Cryptocurrency,2026-03-24T00:24:08Z,https://news.ycombinator.com/item?id=47497074,Most blockchains nowadays are not proof of work anymore.,negative,neutral,neutral,neutral,neutral,4,0
315,47457981,Cryptocurrency,2026-03-20T17:42:08Z,https://news.ycombinator.com/item?id=47457981,just use the blockchain hash be a random tick,neutral,neutral,neutral,neutral,neutral,4,0
316,47317576,Cryptocurrency,2026-03-10T00:10:42Z,https://news.ycombinator.com/item?id=47317576,"To be fair, it really was annoying when everything was blockchain.",negative,negative,negative,negative,negative,4,0
317,47295337,Cryptocurrency,2026-03-08T07:28:59Z,https://news.ycombinator.com/item?id=47295337,Ai powered metaverse on the blockchain.,negative,neutral,negative,negative,negative,4,0
318,46440918,Cryptocurrency,2025-12-31T03:21:22Z,https://news.ycombinator.com/item?id=46440918,Everything is orders of magnitude more efficient than bitcoin.,negative,neutral,negative,negative,negative,4,0
319,46432302,Cryptocurrency,2025-12-30T11:41:57Z,https://news.ycombinator.com/item?id=46432302,Then why should we use bitcoin?,negative,neutral,neutral,neutral,neutral,4,0
320,46391495,Cryptocurrency,2025-12-26T12:43:09Z,https://news.ycombinator.com/item?id=46391495,After bitcoin this site is full of people who don't write code.,negative,negative,negative,negative,negative,4,0
321,46377292,Cryptocurrency,2025-12-24T17:10:47Z,https://news.ycombinator.com/item?id=46377292,I want my 5 Bitcoin back :_(,negative,negative,negative,negative,negative,4,0
322,46363074,Cryptocurrency,2025-12-23T06:56:11Z,https://news.ycombinator.com/item?id=46363074,"The electricity is doing computer things, building bitcoin blocks.",negative,neutral,neutral,neutral,neutral,4,0
323,46362541,Cryptocurrency,2025-12-23T04:56:17Z,https://news.ycombinator.com/item?id=46362541,The government(s) could tax bitcoin mining servers with 1000% tax.,negative,neutral,negative,negative,negative,4,0
324,46194765,Cryptocurrency,2025-12-08T17:05:29Z,https://news.ycombinator.com/item?id=46194765,Ethereum seems useful as well. But that's about it,neutral,neutral,negative,negative,manual_review,4,0
325,45944917,Cryptocurrency,2025-11-16T13:17:30Z,https://news.ycombinator.com/item?id=45944917,CoreWeave did this with Ethereum in preparation for the proof-of-stake transition.,neutral,neutral,neutral,neutral,neutral,4,0
326,45910954,Cryptocurrency,2025-11-13T05:11:56Z,https://news.ycombinator.com/item?id=45910954,"<a href=""https://en.wikipedia.org/wiki/Tornado_Cash"" rel=""nofollow"">https://en.wikipedia.org/wiki/Tornado_Cash</a><p>Ethereum has entered the chat",neutral,neutral,negative,negative,manual_review,4,0
327,46439461,Cryptocurrency,2025-12-30T23:30:19Z,https://news.ycombinator.com/item?id=46439461,Is it illegal to attack cryptocurrency?,neutral,neutral,neutral,neutral,neutral,4,0
328,46404112,Cryptocurrency,2025-12-27T18:46:07Z,https://news.ycombinator.com/item?id=46404112,"So is ""non-traditional reserve currencies"" cryptocurrency or not?",neutral,neutral,neutral,neutral,neutral,4,0
329,46359615,Cryptocurrency,2025-12-22T21:57:09Z,https://news.ycombinator.com/item?id=46359615,Did you miss the Cryptocurrency slop? Or the social graph slop?,negative,negative,negative,negative,negative,4,0
330,46302446,Cryptocurrency,2025-12-17T17:19:28Z,https://news.ycombinator.com/item?id=46302446,"Yeah, straight into the cryptocurrency trash heap.",negative,negative,negative,negative,negative,4,0
331,46287175,Cryptocurrency,2025-12-16T11:08:22Z,https://news.ycombinator.com/item?id=46287175,Please add crypto currency as payment option!,neutral,neutral,neutral,neutral,neutral,4,0
332,46281868,Cryptocurrency,2025-12-15T22:42:39Z,https://news.ycombinator.com/item?id=46281868,Or a small payment in cryptocurrency.,neutral,neutral,neutral,neutral,neutral,4,0
333,46240693,Cryptocurrency,2025-12-12T03:49:39Z,https://news.ycombinator.com/item?id=46240693,"There's no such thing as a ""stablecoin."" There is only cryptocurrency.",neutral,neutral,negative,negative,manual_review,4,0
334,46431403,Cryptocurrency,2025-12-30T09:50:09Z,https://news.ycombinator.com/item?id=46431403,So I guess the crypto exodus to AI is paying off.,neutral,neutral,negative,negative,manual_review,4,0
335,46431385,Cryptocurrency,2025-12-30T09:48:06Z,https://news.ycombinator.com/item?id=46431385,The crypto bros switched over to AI.,neutral,neutral,negative,negative,manual_review,4,0
336,46429852,Cryptocurrency,2025-12-30T05:25:23Z,https://news.ycombinator.com/item?id=46429852,"Use case? We're crypto LARPing dammit, we don't need a use case!",negative,negative,negative,negative,negative,4,0
337,46423112,Cryptocurrency,2025-12-29T17:41:42Z,https://news.ycombinator.com/item?id=46423112,"That was decided when crypto mining became too expensive, I guess.",negative,neutral,negative,negative,negative,4,0
338,46363221,Cryptocurrency,2025-12-23T07:30:33Z,https://news.ycombinator.com/item?id=46363221,To solve crypto sudokus I would say it's a lot.,negative,neutral,neutral,negative,manual_review,4,0
339,46410150,Cryptocurrency,2025-12-28T10:50:34Z,https://news.ycombinator.com/item?id=46410150,...someone with Blockchain & Cloud support?,negative,neutral,negative,negative,negative,4,0
340,46397180,Cryptocurrency,2025-12-26T22:44:14Z,https://news.ycombinator.com/item?id=46397180,git already uses a blockchain lol,negative,neutral,negative,negative,negative,4,0
341,46374609,Cryptocurrency,2025-12-24T11:20:31Z,https://news.ycombinator.com/item?id=46374609,Do they support also DeFi or Blockchain then?,neutral,neutral,neutral,neutral,neutral,4,0
342,46200037,Cryptocurrency,2025-12-09T01:03:00Z,https://news.ycombinator.com/item?id=46200037,Stake also secures blockchain and doesn't waste energy.,neutral,neutral,positive,positive,manual_review,4,0
343,46195399,Cryptocurrency,2025-12-08T17:53:38Z,https://news.ycombinator.com/item?id=46195399,Tempo may have more users than all other blockchains combined.,positive,neutral,neutral,neutral,neutral,4,0
344,46189227,Cryptocurrency,2025-12-08T06:55:32Z,https://news.ycombinator.com/item?id=46189227,"Yes, it's called an oracle on the blockchain.",neutral,neutral,neutral,neutral,neutral,4,0
345,46188440,Cryptocurrency,2025-12-08T04:44:48Z,https://news.ycombinator.com/item?id=46188440,"You're describing a transparency log, which doesn't require a blockchain.",neutral,neutral,neutral,neutral,neutral,4,0
346,45426549,Cryptocurrency,2025-09-30T15:12:44Z,https://news.ycombinator.com/item?id=45426549,looks a little bit as in the bitcoin/nft/crypto/web3 time :),neutral,neutral,neutral,neutral,neutral,4,0
347,45418418,Cryptocurrency,2025-09-29T20:32:27Z,https://news.ycombinator.com/item?id=45418418,"Or every bitcoin public and private address.<p><a href=""https://keys.lol"" rel=""nofollow"">https://keys.lol</a>",neutral,neutral,neutral,neutral,neutral,4,0
348,45410751,Cryptocurrency,2025-09-29T06:03:51Z,https://news.ycombinator.com/item?id=45410751,"If the market demands bitcoin, then miners provide? No?",neutral,neutral,neutral,neutral,neutral,4,0
349,45393767,Cryptocurrency,2025-09-27T07:13:46Z,https://news.ycombinator.com/item?id=45393767,Unfortunately Bitcoin has strong ties with the planet-burning-coin community.,negative,negative,negative,negative,negative,4,0
350,45352917,Cryptocurrency,2025-09-23T21:22:34Z,https://news.ycombinator.com/item?id=45352917,bitcoin is decentralized in name only.,negative,negative,negative,negative,negative,4,0
351,45310481,Cryptocurrency,2025-09-20T04:48:04Z,https://news.ycombinator.com/item?id=45310481,"Well, with all the Bitcoin maxis on there, more like right, far-right",negative,negative,negative,negative,negative,4,0
352,45308277,Cryptocurrency,2025-09-20T00:00:56Z,https://news.ycombinator.com/item?id=45308277,"nip01 defines the use of secp256k1. Again, the same as bitcoin.",neutral,neutral,neutral,neutral,neutral,4,0
353,45134539,Cryptocurrency,2025-09-05T02:47:52Z,https://news.ycombinator.com/item?id=45134539,Is this a blockchain based on ethereum!??,neutral,neutral,neutral,neutral,neutral,4,0
354,45131943,Cryptocurrency,2025-09-04T20:36:28Z,https://news.ycombinator.com/item?id=45131943,I don't think Ethereum allows validators to orphan blocks.,neutral,neutral,neutral,neutral,neutral,4,0
355,45131615,Cryptocurrency,2025-09-04T20:01:06Z,https://news.ycombinator.com/item?id=45131615,Definitely not ETH since Tempo replaces Ethereum.,neutral,neutral,neutral,neutral,neutral,4,0
356,45130258,Cryptocurrency,2025-09-04T18:05:35Z,https://news.ycombinator.com/item?id=45130258,"That is a private Ethereum instance, right?",neutral,neutral,neutral,neutral,neutral,4,0
357,44997332,Cryptocurrency,2025-08-23T17:03:47Z,https://news.ycombinator.com/item?id=44997332,echidna is an Ethereum smart contract fuzzer,neutral,neutral,neutral,neutral,neutral,4,0
358,44570224,Cryptocurrency,2025-07-15T11:57:47Z,https://news.ycombinator.com/item?id=44570224,"There are Ethereum, Algorand, many alternatives with low fees.",neutral,neutral,neutral,neutral,neutral,4,0
359,44529932,Cryptocurrency,2025-07-11T09:07:32Z,https://news.ycombinator.com/item?id=44529932,"Again, you mean ""if Ethereum was"". You're conflating things.",neutral,neutral,negative,negative,manual_review,4,0
360,45399472,Cryptocurrency,2025-09-27T21:29:52Z,https://news.ycombinator.com/item?id=45399472,"You mean like cryptocurrency bros naming something ""web 3.0""?",neutral,neutral,negative,negative,manual_review,4,0
361,45348852,Cryptocurrency,2025-09-23T15:58:59Z,https://news.ycombinator.com/item?id=45348852,This <i>is</i> built on top of crypto currency.,neutral,neutral,neutral,neutral,neutral,4,0
362,45280489,Cryptocurrency,2025-09-17T19:40:00Z,https://news.ycombinator.com/item?id=45280489,Blender is more valuable to humanity than all cryptocurrencies put together.,negative,negative,negative,negative,negative,4,0
363,45170370,Cryptocurrency,2025-09-08T16:33:24Z,https://news.ycombinator.com/item?id=45170370,"Cryptocurrency, NFTs, and AI ruined the GPU market.",negative,negative,negative,negative,negative,4,0
364,44988650,Cryptocurrency,2025-08-22T19:15:41Z,https://news.ycombinator.com/item?id=44988650,Which cryptocurrency did you lose you shirt on?,negative,neutral,negative,negative,negative,4,0
365,44943041,Cryptocurrency,2025-08-18T17:17:51Z,https://news.ycombinator.com/item?id=44943041,nah. cryptography is not seriously held back by cryptocurrency,positive,neutral,neutral,neutral,neutral,4,0
366,44920905,Cryptocurrency,2025-08-16T06:55:58Z,https://news.ycombinator.com/item?id=44920905,cryptocurrency != bitcoin. monero has solved this issue for almost a decade.,neutral,neutral,neutral,neutral,neutral,4,0
367,44885515,Cryptocurrency,2025-08-13T07:17:56Z,https://news.ycombinator.com/item?id=44885515,"Oh, I would add cryptocurrencies and NFTs to that list.",neutral,neutral,negative,negative,manual_review,4,0
368,45430682,Cryptocurrency,2025-09-30T20:15:53Z,https://news.ycombinator.com/item?id=45430682,There is still time to buy some Trump crypto,neutral,neutral,negative,negative,manual_review,4,0
369,45428396,Cryptocurrency,2025-09-30T17:26:38Z,https://news.ycombinator.com/item?id=45428396,"Sure, if you believe crypto is a currency.",negative,neutral,negative,negative,negative,4,0
370,45427247,Cryptocurrency,2025-09-30T16:04:30Z,https://news.ycombinator.com/item?id=45427247,"In 2021 they all wanted to work in crypto / ""web3"".",neutral,neutral,neutral,neutral,neutral,4,0
371,45403293,Cryptocurrency,2025-09-28T10:37:35Z,https://news.ycombinator.com/item?id=45403293,"This ""crypto"" at least theoretically has a ceiling.",positive,neutral,neutral,neutral,neutral,4,0
372,45401136,Cryptocurrency,2025-09-28T02:06:42Z,https://news.ycombinator.com/item?id=45401136,TL;DR: (Crypto) grift posing as art.,negative,negative,negative,negative,negative,4,0
373,45424639,Cryptocurrency,2025-09-30T12:32:27Z,https://news.ycombinator.com/item?id=45424639,Or it could also be like blockchain and nfts...,neutral,neutral,negative,negative,manual_review,4,0
374,45401058,Cryptocurrency,2025-09-28T01:50:19Z,https://news.ycombinator.com/item?id=45401058,People still waiting for GPUs to be cheap after the blockchain bubble.,negative,negative,negative,negative,negative,4,0
375,45388992,Cryptocurrency,2025-09-26T17:34:40Z,https://news.ycombinator.com/item?id=45388992,How about DNS on a blockchain?,neutral,neutral,neutral,neutral,neutral,4,0
376,45381254,Cryptocurrency,2025-09-26T00:53:14Z,https://news.ycombinator.com/item?id=45381254,They want to reinvent flattr but this time on the blockchain.,neutral,neutral,negative,negative,manual_review,4,0
377,45352884,Cryptocurrency,2025-09-23T21:19:07Z,https://news.ycombinator.com/item?id=45352884,Isnt the speed of the blockchain still rediculously slow?,negative,negative,negative,negative,negative,4,0
378,45351114,Cryptocurrency,2025-09-23T18:41:46Z,https://news.ycombinator.com/item?id=45351114,"There is some Blockchains where the fees are super low, like Solana",neutral,neutral,neutral,neutral,neutral,4,0
379,45350302,Cryptocurrency,2025-09-23T17:37:01Z,https://news.ycombinator.com/item?id=45350302,"Interesting, how does that work?<p>10 secs into it, Blockchain<p>Close tab",negative,negative,negative,negative,negative,4,0
380,44427524,Cryptocurrency,2025-06-30T20:31:01Z,https://news.ycombinator.com/item?id=44427524,Someone that actually understands bitcoin in this thread.,neutral,neutral,neutral,positive,neutral,4,0
381,44426648,Cryptocurrency,2025-06-30T18:57:25Z,https://news.ycombinator.com/item?id=44426648,Call me when I can buy a backhoe in bitcoin.,negative,negative,negative,negative,negative,4,0
382,44415758,Cryptocurrency,2025-06-29T19:43:18Z,https://news.ycombinator.com/item?id=44415758,Could have also bought Bitcoin and made a lot more... just saying.,neutral,neutral,neutral,neutral,neutral,4,0
383,44377899,Cryptocurrency,2025-06-25T14:40:38Z,https://news.ycombinator.com/item?id=44377899,"Facebook, palantir and bitcoin, pretty dire tbh",negative,negative,negative,negative,negative,4,0
384,44356017,Cryptocurrency,2025-06-23T14:14:41Z,https://news.ycombinator.com/item?id=44356017,Golden opportunity for bitcoin miners on AWS.,positive,neutral,negative,negative,negative,4,0
385,44354814,Cryptocurrency,2025-06-23T11:52:48Z,https://news.ycombinator.com/item?id=44354814,Who even needs a ton of Bitcoin?,negative,neutral,neutral,neutral,neutral,4,0
386,44348867,Cryptocurrency,2025-06-22T17:56:43Z,https://news.ycombinator.com/item?id=44348867,"Bitcoin's original purpose was not to be a savings platform, no.",neutral,neutral,neutral,neutral,neutral,4,0
387,44415585,Cryptocurrency,2025-06-29T19:21:40Z,https://news.ycombinator.com/item?id=44415585,How about Ethereum Name Service (ENS)?,neutral,neutral,neutral,neutral,neutral,4,0
388,44144815,Cryptocurrency,2025-05-31T15:16:27Z,https://news.ycombinator.com/item?id=44144815,"Ethereum is 1e18 or 1 wei.<p><a href=""https://ethereum.stackexchange.com/questions/158517/does-solidity-interpret-1e18-as-1-000-000-000-000-000-000-or-as-1-00000000000000"" rel=""nofollow"">https://ethereum.stackexchange.com/questions/158517/does-sol...</a>",neutral,neutral,neutral,neutral,neutral,4,0
389,43697862,Cryptocurrency,2025-04-15T20:16:18Z,https://news.ycombinator.com/item?id=43697862,We've known this since Ethereum forked in the DAO debacle.,neutral,neutral,negative,negative,manual_review,4,0
390,43568518,Cryptocurrency,2025-04-03T12:13:46Z,https://news.ycombinator.com/item?id=43568518,Wasn't an implementation of Bancor attempted on Ethereum?,neutral,neutral,neutral,neutral,neutral,4,0
391,43542455,Cryptocurrency,2025-04-01T03:16:08Z,https://news.ycombinator.com/item?id=43542455,"There's also the Ethereum foundation, if that's your jive.",neutral,neutral,negative,negative,manual_review,4,0
392,44331685,Cryptocurrency,2025-06-20T20:19:20Z,https://news.ycombinator.com/item?id=44331685,Why not demand payment with cryptocurrency then?,neutral,neutral,neutral,neutral,neutral,4,0
393,44228152,Cryptocurrency,2025-06-09T19:09:17Z,https://news.ycombinator.com/item?id=44228152,"""Not your keys, not your crypto"" - Not just for cryptocurrencies anymore.",neutral,neutral,neutral,neutral,neutral,4,0
394,44119213,Cryptocurrency,2025-05-28T18:39:20Z,https://news.ycombinator.com/item?id=44119213,I work in applied cryptography and XMR is my preferred cryptocurrency.,neutral,neutral,positive,positive,manual_review,4,0
395,44113781,Cryptocurrency,2025-05-28T08:16:51Z,https://news.ycombinator.com/item?id=44113781,We need an oblivious crypto currency mining algorithm ^^,neutral,neutral,positive,neutral,neutral,4,0
396,44086246,Cryptocurrency,2025-05-25T07:42:41Z,https://news.ycombinator.com/item?id=44086246,the one with the cryptocurrency bullshit?,negative,negative,negative,negative,negative,4,0
397,44058783,Cryptocurrency,2025-05-22T04:26:05Z,https://news.ycombinator.com/item?id=44058783,There should be a cryptocurrency powered by everyone mining their own business.,neutral,neutral,positive,positive,manual_review,4,0
398,44025064,Cryptocurrency,2025-05-18T23:26:42Z,https://news.ycombinator.com/item?id=44025064,"Of course, but before cryptocurrency a mugger couldn't drain your investment accounts.",negative,negative,negative,negative,negative,4,0
399,44020665,Cryptocurrency,2025-05-18T11:57:59Z,https://news.ycombinator.com/item?id=44020665,So you're saying cryptocurrency remains a solution in search of a problem?,negative,negative,negative,negative,negative,4,0
400,44422952,Cryptocurrency,2025-06-30T13:19:02Z,https://news.ycombinator.com/item?id=44422952,Curious what projects you use rust on for crypto?,neutral,neutral,neutral,neutral,neutral,4,0
401,44411518,Cryptocurrency,2025-06-29T09:17:57Z,https://news.ycombinator.com/item?id=44411518,Sadly there’s still a lot of money in the crypto grift,negative,negative,negative,negative,negative,4,0
402,44398086,Cryptocurrency,2025-06-27T16:25:26Z,https://news.ycombinator.com/item?id=44398086,"Quick, we need a new Cryptonomicon, in space!",neutral,neutral,positive,positive,manual_review,4,0
403,44393371,Cryptocurrency,2025-06-27T03:03:05Z,https://news.ycombinator.com/item?id=44393371,That's alright now LLM and crypto make this waste seem minuscule,negative,negative,negative,negative,negative,4,0
404,44388114,Cryptocurrency,2025-06-26T14:59:46Z,https://news.ycombinator.com/item?id=44388114,People buying crypto gain more from others buying crypto,neutral,neutral,neutral,neutral,neutral,4,0
405,44355360,Cryptocurrency,2025-06-23T12:58:59Z,https://news.ycombinator.com/item?id=44355360,"The TradFi version of ""not your keys, not your crypto"".",neutral,neutral,neutral,neutral,neutral,4,0
406,44334334,Cryptocurrency,2025-06-21T03:52:21Z,https://news.ycombinator.com/item?id=44334334,It's also alive and well off the blockchain!,negative,neutral,neutral,neutral,neutral,4,0
407,44275549,Cryptocurrency,2025-06-14T10:48:09Z,https://news.ycombinator.com/item?id=44275549,What about blockchain though? Does it have that?,neutral,neutral,neutral,neutral,neutral,4,0
408,44240434,Cryptocurrency,2025-06-10T19:23:54Z,https://news.ycombinator.com/item?id=44240434,wait for AI generated virtual worlds. On a blockchain.,neutral,neutral,neutral,neutral,neutral,4,0
